BillNumber,ChapterNumber,CrossfileBillNumber,SponsorPrimary,Sponsors,Synopsis,Title,Status,CommitteePrimaryOrigin,CommitteeSecondaryOrigin,CommitteePrimaryOpposite,CommitteeSecondaryOpposite,FirstReadingDateHouseOfOrigin,HearingDateTimePrimaryHouseOfOrigin,HearingDateTimeSecondaryHouseOfOrigin,ReportDateHouseOfOrigin,ReportActionHouseOfOrigin,SecondReadingDateHouseOfOrigin,SecondReadingActionHouseOfOrigin,ThirdReadingDateHouseOfOrigin,ThirdReadingActionHouseOfOrigin,FirstReadingDateOppositeHouse,HearingDateTimePrimaryOppositeHouse,HearingDateTimeSecondaryOppositeHouse,ReportDateOppositeHouse,ReportActionOppositeHouse,SecondReadingDateOppositeHouse,SecondReadingActionOppositeHouse,ThirdReadingDateOppositeHouse,ThirdReadingActionOppositeHouse,InteractionBetweenChambers,PassedByMGA,EmergencyBill,ConstitutionalAmendment,BroadSubjects,NarrowSubjects,BillType,BillVersion,Statutes,YearAndSession,StatusCurrentAsOf
HB0354,CH0171,SB0148,Delegate Kramer,[{'Name': 'Delegate Kramer'}],"Clarifying that the director of a corporation must act in good faith, in a manner the director reasonably believes to be in the best interests of the corporation, and with the care that an ordinarily prudent person in a similar position would use under similar circumstances; clarifying that a director who acts in accordance with a specified provision of law shall have specified immunity from liability; etc.",Corporations and Real Estate Investment Trusts - Directors and Trustees - Duties and Immunity From Liability,Approved by the Governor - Chapter 171,Economic Matters,,Judicial Proceedings,,2016-01-27,2016-02-03T14:00:00,,2016-02-09,Favorable with Amendments,2016-02-10,Passed with Amendments,2016-02-16,Passed,2016-02-17,,,2016-04-04,Favorable,2016-03-28,Passed,2016-03-29,Passed,Returned Passed,True,False,False,"[{'Code': 'c1', 'Name': 'Corporations and Associations'}]","[{'Code': 'corporations', 'Name': 'Corporations -see also- Municipal Corps; Public Corps & Inst'}, {'Code': 'ethics', 'Name': 'Ethics'}, {'Code': 'liability', 'Name': 'Liability -see also- Good Samaritan'}, {'Code': 'realeit', 'Name': 'Real Estate Investment Trusts'}, {'Code': 'securities', 'Name': 'Securities'}, {'Code': 'workle', 'Name': 'Work, Labor and Employment -see also- Col Barg; Holiday; etc'}]",Regular,T,"[{'Article': {'Code': 'gca', 'Title': 'Corporations and Associations'}, 'Sections': [{'Section': '2-401'}, {'Section': '2-405.1'}, {'Section': '8-601.1'}]}, {'Article': {'Code': 'gcj', 'Title': 'Courts and Judicial Proceedings'}, 'Sections': [{'Section': '5-417'}]}]",2016 Regular Session,2019-10-22T15:11:33.903
HB0356,CH0718,,Delegate Pendergrass,"[{'Name': 'Delegate Pendergrass'}, {'Name': 'Delegate Atterbeary'}, {'Name': 'Delegate Ebersole'}, {'Name': 'Delegate Hammen'}, {'Name': 'Delegate Howard, S.'}, {'Name': 'Delegate Jalisi'}, {'Name': 'Delegate Jameson'}, {'Name': 'Delegate Kipke'}, {'Name': 'Delegate Kramer'}, {'Name': 'Delegate Krebs'}, {'Name': 'Delegate Lam'}, {'Name': 'Delegate Luedtke'}, {'Name': 'Delegate Malone'}, {'Name': 'Delegate Patterson'}, {'Name': 'Delegate Pena-Melnyk'}, {'Name': 'Delegate Saab'}, {'Name': 'Delegate Tarlau'}, {'Name': 'Delegate Turner'}, {'Name': 'Delegate West'}, {'Name': 'Delegate Young, K.'}, {'Name': 'Delegate Bromwell'}, {'Name': 'Delegate Hill'}, {'Name': 'Delegate McDonough'}, {'Name': 'Delegate Miele'}, {'Name': 'Delegate Morgan'}, {'Name': 'Delegate Morhaim'}, {'Name': 'Delegate Sample-Hughes'}]","Requiring the Department of Human Resources to submit a grant application to the United States Department of Agriculture to support a pilot project that provides incentives to directly and efficiently increase the purchase and consumption of eligible fruits and vegetables by specified program participants and in response to a specified opportunity for funding; requiring, on or before January 1, 2017, and January 1, 2018, the Department to report to the Governor and the General Assembly on the status of the grant application; etc.",Supplemental Nutrition Assistance Program Benefits - Grant Application,"Enacted under Article II, Section 17(c) of the Maryland Constitution - Chapter 718",Health and Government Operations,,Finance,,2016-01-27,2016-02-25T13:00:00,,2016-03-18,Favorable with Amendments,2016-03-16,Passed with Amendments,2016-03-17,Passed,2016-03-19,2016-04-05T13:00:00,,2016-04-06,Favorable,2016-03-31,Passed,2016-04-01,Passed,Returned Passed,True,False,False,"[{'Code': 'o1', 'Name': 'Social Services - Generally'}, {'Code': 'j1', 'Name': 'Public Health'}]","[{'Code': 'federag', 'Name': 'Federal Government'}, {'Code': 'food', 'Name': 'Food -see also- Kosher; Meat, Poultry, Seafood; Milk'}, {'Code': 'foods', 'Name': 'Food Stamps'}, {'Code': 'grants', 'Name': 'Grants'}, {'Code': 'health', 'Name': 'Health -see also- Mental Health'}, {'Code': 'reports', 'Name': 'Reports'}, {'Code': 'sunset', 'Name': 'Sunset'}]",Regular,T,,2016 Regular Session,2019-10-22T15:11:33.903
HB0357,CH0101,SB0883,Delegate Afzali,[{'Name': 'Delegate Afzali'}],Requiring notice of a claim against Frederick County under the Local Government Tort Claims Act to be given to the county solicitor or county attorney.,Frederick County - Local Government Tort Claims Act - Notice of Claim,Approved by the Governor - Chapter 101,Judiciary,,Judicial Proceedings,,2016-01-27,2016-02-10T13:00:00,,2016-02-22,Favorable,2016-02-23,Passed,2016-02-25,Passed,2016-02-26,,,2016-04-04,Favorable,2016-03-28,Passed,2016-03-29,Passed,Returned Passed,True,False,False,"[{'Code': 'd3', 'Name': 'Civil Actions and Procedures'}]","[{'Code': 'claims', 'Name': 'Claims'}, {'Code': 'frederc', 'Name': 'Frederick County'}, {'Code': 'notices', 'Name': 'Notices'}, {'Code': 'torts', 'Name': 'Torts -see also- Libel and Slander; Med Malp; Wrongful Death'}]",Regular,T,"[{'Article': {'Code': 'gcj', 'Title': 'Courts and Judicial Proceedings'}, 'Sections': [{'Section': '5-304'}]}]",2016 Regular Session,2019-10-22T15:11:33.903
HB0358,CH0077,SB0629,Delegate Jacobs,"[{'Name': 'Delegate Jacobs'}, {'Name': 'Delegate Arentz'}, {'Name': 'Delegate Ghrist'}]",Authorizing the Director of Human Resources of Kent County to request from the Criminal Justice Information System Central Repository of the Department of Public Safety and Correctional Services a State and national criminal history records check for a prospective county employee or volunteer; requiring that the Director submit sets of fingerprints and fees to the Central Repository as part of the application for a criminal history records check; etc.,Kent County - Prospective Employees and Volunteers - Criminal History Records Check,Approved by the Governor - Chapter 77,Judiciary,,Judicial Proceedings,,2016-01-27,2016-02-09T13:00:00,,2016-02-22,Favorable,2016-02-23,Passed,2016-02-25,Passed,2016-02-26,,,2016-04-04,Favorable,2016-03-28,Passed,2016-03-29,Passed,Returned Passed,True,False,False,"[{'Code': 'e2', 'Name': 'Criminal Law - Procedure'}]","[{'Code': 'criminbi', 'Name': 'Criminal Background Investigations'}, {'Code': 'fees', 'Name': ""Fees -see also- Attys' Fees; Devt Fees & Taxes; Reimb Rates""}, {'Code': 'fingerprint', 'Name': 'Fingerprinting'}, {'Code': 'kentc', 'Name': 'Kent County'}, {'Code': 'privacy', 'Name': 'Privacy'}, {'Code': 'publice', 'Name': 'Public Employees -see also- State Employees'}, {'Code': 'publicscsd', 'Name': 'Public Safety and Correctional Services, Department of'}, {'Code': 'volunteers', 'Name': 'Volunteers -see also- Maryland Service Corps'}]",Regular,T,"[{'Article': {'Code': 'gcp', 'Title': 'Criminal Procedure'}, 'Sections': [{'Section': '10-233.2'}]}]",2016 Regular Session,2019-10-22T15:11:33.903
HB0360,CH0719,SB0073,Delegate Jalisi,"[{'Name': 'Delegate Jalisi'}, {'Name': 'Delegate Afzali'}, {'Name': 'Delegate Brooks'}, {'Name': 'Delegate Carey'}, {'Name': 'Delegate Ebersole'}, {'Name': 'Delegate Glass'}, {'Name': 'Delegate Hornberger'}, {'Name': 'Delegate McComas'}, {'Name': 'Delegate McMillan'}, {'Name': 'Delegate Metzgar'}, {'Name': 'Delegate Moon'}, {'Name': 'Delegate Platt'}, {'Name': 'Delegate Robinson, B.'}, {'Name': 'Delegate Rosenberg'}, {'Name': 'Delegate Shoemaker'}, {'Name': 'Delegate Tarlau'}, {'Name': 'Delegate Washington, A.'}, {'Name': 'Delegate Washington, M.'}, {'Name': 'Delegate Wilson, C.'}, {'Name': 'Delegate Jackson'}]",Establishing the Maryland Loan Assistance Repayment Program for Foster Care Recipients; requiring an applicant to be employed for at least 20 hours per week by the State or a county or municipality of the State and have received an undergraduate or graduate degree from an institution of higher education in the State; requiring specified governmental agencies and entities to provide their employees with information about the Program; etc.,Maryland Loan Assistance Repayment Program for Foster Care Recipients,"Enacted under Article II, Section 17(c) of the Maryland Constitution - Chapter 719",Ways and Means,,"Education, Health, and Environmental Affairs",,2016-01-27,2016-02-11T13:00:00,,2016-03-16,Favorable with Amendments,2016-03-14,Passed with Amendments,2016-03-15,Passed,2016-03-18,,,2016-04-04,Favorable with Amendments,2016-03-30,Passed with Amendments,2016-03-31,Passed with Amendments,Conference Committee Appointed,True,False,False,"[{'Code': 'f2', 'Name': 'Higher Education'}]","[{'Code': 'adminia', 'Name': 'Administrative Agencies -see also- Electronic Government'}, {'Code': 'counties', 'Name': 'Counties -see also- Chartered Counties; Code Counties'}, {'Code': 'countyc', 'Name': 'County Commissioners'}, {'Code': 'countyco', 'Name': 'County Councils'}, {'Code': 'fosterc', 'Name': 'Foster Care'}, {'Code': 'highere', 'Name': 'Higher Education -see also- Comm Colleges; Med Schools; etc.'}, {'Code': 'higherec', 'Name': 'Higher Education Commission'}, {'Code': 'loans', 'Name': 'Loans -see also- Mortgages'}, {'Code': 'municic', 'Name': 'Municipal Corporations -see also- Annap; Balt; Hager; OC'}, {'Code': 'publici', 'Name': 'Public Information'}, {'Code': 'reports', 'Name': 'Reports'}, {'Code': 'rulesr', 'Name': 'Rules and Regulations'}, {'Code': 'scholasfa', 'Name': 'Scholarships and Student Financial Aid'}, {'Code': 'socialserv', 'Name': 'Social Services -see also- Welfare'}, {'Code': 'statee', 'Name': 'State Employees'}]",Regular,E,"[{'Article': {'Code': 'ged', 'Title': 'Education'}, 'Sections': [{'Section': '18-3101 through 18-3107'}]}]",2016 Regular Session,2019-10-22T15:11:33.903
HB0365,CH0262,,Delegate Jackson,"[{'Name': 'Delegate Jackson'}, {'Name': 'Delegate Angel'}, {'Name': 'Delegate Chang'}, {'Name': 'Delegate Hettleman'}, {'Name': 'Delegate Howard, C.'}, {'Name': 'Delegate Knotts'}, {'Name': 'Delegate Korman'}, {'Name': 'Delegate Lierman'}, {'Name': 'Delegate McConkey'}, {'Name': 'Delegate McKay'}, {'Name': 'Delegate Morales'}, {'Name': 'Delegate Patterson'}, {'Name': 'Delegate Sanchez'}, {'Name': 'Delegate Smith'}, {'Name': 'Delegate Tarlau'}, {'Name': 'Delegate Zucker'}, {'Name': 'Delegate Afzali'}, {'Name': 'Delegate Barnes, D.'}, {'Name': 'Delegate Buckel'}, {'Name': 'Delegate Ebersole'}, {'Name': 'Delegate Fennell'}, {'Name': 'Delegate Hixson'}, {'Name': 'Delegate Hornberger'}, {'Name': 'Delegate Kaiser'}, {'Name': 'Delegate Long'}, {'Name': 'Delegate Luedtke'}, {'Name': 'Delegate Metzgar'}, {'Name': 'Delegate Platt'}, {'Name': 'Delegate Shoemaker'}, {'Name': 'Delegate Walker'}, {'Name': 'Delegate Washington, A.'}, {'Name': 'Delegate Washington, M.'}]","Altering the definition of ""electronic communication"" to include social media communications; requiring the State Board of Education by September 1, 2016, and every 5 years thereafter, to update its model policy prohibiting bullying, harassment, or intimidation; requiring specified county boards of education to update specified policies based on the State Board's update of the model policy and to submit the updated policies to the State Superintendent of Schools by January 1, 2017, and every 5 years thereafter; etc.","Public Schools - Bullying, Harassment, and Intimidation Policies - Update",Approved by the Governor - Chapter 262,Ways and Means,,"Education, Health, and Environmental Affairs",,2016-01-28,2016-02-18T13:00:00,,2016-03-16,Favorable with Amendments,2016-03-14,Passed with Amendments,2016-03-16,Passed,2016-03-18,2016-03-30T13:00:00,,2016-04-07,Favorable,2016-04-01,Passed,2016-04-03,Passed,Returned Passed,True,False,False,"[{'Code': 'f1', 'Name': 'Primary and Secondary Education'}]","[{'Code': 'counties', 'Name': 'Counties -see also- Chartered Counties; Code Counties'}, {'Code': 'educatb', 'Name': 'Education, Boards of'}, {'Code': 'educatsb', 'Name': 'Education, State Board of'}, {'Code': 'electrg', 'Name': 'Electronic Government'}, {'Code': 'harassment', 'Name': 'Harassment'}, {'Code': 'investi', 'Name': 'Investigations and Inquiries -see also- Crim Bckgrnd Invest'}, {'Code': 'liability', 'Name': 'Liability -see also- Good Samaritan'}, {'Code': 'publications', 'Name': 'Publications -see also- Maryland Register'}, {'Code': 'publicbf', 'Name': 'Public Buildings and Facilities -see also- Stadiums; St Hse '}, {'Code': 'publici', 'Name': 'Public Information'}, {'Code': 'publics', 'Name': 'Public Schools'}, {'Code': 'recordings', 'Name': 'Recordings -see also- Video'}, {'Code': 'reports', 'Name': 'Reports'}, {'Code': 'schoolb', 'Name': 'School Buses'}, {'Code': 'teachers', 'Name': 'Teachers'}, {'Code': 'telecoit', 'Name': 'Telecommunications and Information Technology'}, {'Code': 'telephones', 'Name': 'Telephones'}, {'Code': 'video', 'Name': 'Video'}]",Regular,T,"[{'Article': {'Code': 'ged', 'Title': 'Education'}, 'Sections': [{'Section': '7-424.1'}]}]",2016 Regular Session,2019-10-22T15:11:33.903
HB0366,CH0102,SB0048,Anne Arundel County Delegation,[{'Name': 'Anne Arundel County Delegation'}],"Authorizing Anne Arundel County and a municipal corporation in Anne Arundel County to grant, by law, a property tax credit against the county and municipal corporation property tax imposed on $15,000 of the assessment value of a dwelling owned by a blind individual; requiring that a property tax credit authorized by the Act shall be granted in addition to any property tax exemption authorized by law, except under specified circumstances; etc.",Anne Arundel County - Property Tax Credit - Blind Individuals,Approved by the Governor - Chapter 102,Ways and Means,,Budget and Taxation,,2016-01-28,2016-02-17T13:00:00,,2016-03-16,Favorable with Amendments,2016-03-14,Passed with Amendments,2016-03-15,Passed,2016-03-18,2016-03-31T13:00:00,,2016-04-04,Favorable,2016-03-30,Passed,2016-03-31,Passed,Returned Passed,True,False,False,"[{'Code': 'q2', 'Name': 'Taxes - Property - Local'}]","[{'Code': 'anneac', 'Name': 'Anne Arundel County'}, {'Code': 'blindp', 'Name': 'Blind Persons'}, {'Code': 'lawso', 'Name': 'Laws and Ordinances -see also- Pub Local Laws; Uniform Laws'}, {'Code': 'municic', 'Name': 'Municipal Corporations -see also- Annap; Balt; Hager; OC'}, {'Code': 'propert', 'Name': 'Property Tax'}, {'Code': 'taxc', 'Name': 'Tax Credits -see also- Circuit Breaker'}]",Regular,T,"[{'Article': {'Code': 'gtp', 'Title': 'Tax - Property'}, 'Sections': [{'Section': '9-303'}]}]",2016 Regular Session,2019-10-22T15:11:33.903
HB0368,CH0015,SB0370,Delegate Korman,"[{'Name': 'Delegate Korman'}, {'Name': 'Delegate Barnes, B.'}, {'Name': 'Delegate Barron'}, {'Name': 'Delegate Chang'}, {'Name': 'Delegate Gutierrez'}, {'Name': 'Delegate Haynes'}, {'Name': 'Delegate Hettleman'}, {'Name': 'Delegate Jackson'}, {'Name': 'Delegate Jones'}, {'Name': 'Delegate Krimm'}, {'Name': 'Delegate Lierman'}, {'Name': 'Delegate Miller, A.'}, {'Name': 'Delegate Reznik'}, {'Name': 'Delegate Robinson, B.'}, {'Name': 'Delegate Sophocleus'}, {'Name': 'Delegate Young, P.'}, {'Name': 'Delegate Zucker'}]","Requiring the Secretary of Budget and Management to provide specified notice at least 3 business days before the Board of Public Works may approve a reduction of appropriations; requiring the Secretary to publish on the Department's  Web site, in a machine-readable format, notice of the proposed reduction, including specified items, and to provide written notice that includes the specified items to the Legislative Policy Committee, the Senate Budget and Taxation Committee, and the House Appropriations Committee; etc.",Board of Public Works Transparency Act of 2016,"Enacted under Article II, Section 17(b) of the Maryland Constitution - Chapter 15",Appropriations,,Budget and Taxation,,2016-01-28,2016-02-16T13:00:00,,2016-02-25,Favorable,2016-02-26,Passed,2016-03-01,Passed,2016-03-02,2016-03-22T13:00:00,,2016-03-24,Favorable with Amendments,2016-03-22,Passed with Amendments,2016-03-23,Passed with Amendments,Concurred,True,False,False,"[{'Code': 'b1', 'Name': 'Operating Budget'}]","[{'Code': 'appropriation', 'Name': 'Appropriations'}, {'Code': 'budgets', 'Name': 'Budgets -see also- Capital Budgets'}, {'Code': 'electrg', 'Name': 'Electronic Government'}, {'Code': 'notices', 'Name': 'Notices'}, {'Code': 'publici', 'Name': 'Public Information'}, {'Code': 'publicwb', 'Name': 'Public Works, Board of'}]",Regular,E,"[{'Article': {'Code': 'gsf', 'Title': 'State Finance and Procurement'}, 'Sections': [{'Section': '7-213'}]}]",2016 Regular Session,2019-10-22T15:11:33.903
HB0378,CH0668,SB0322,Delegate Tarlau,"[{'Name': 'Delegate Tarlau'}, {'Name': 'Delegate Anderson'}, {'Name': 'Delegate Barnes, D.'}, {'Name': 'Delegate Carr'}, {'Name': 'Delegate Clippinger'}, {'Name': 'Delegate Ebersole'}, {'Name': 'Delegate Fennell'}, {'Name': 'Delegate Frush'}, {'Name': 'Delegate Hayes'}, {'Name': 'Delegate Hettleman'}, {'Name': 'Delegate Hill'}, {'Name': 'Delegate Jalisi'}, {'Name': 'Delegate Kelly'}, {'Name': 'Delegate Korman'}, {'Name': 'Delegate Luedtke'}, {'Name': 'Delegate McCray'}, {'Name': 'Delegate Moon'}, {'Name': 'Delegate Morales'}, {'Name': 'Delegate Patterson'}, {'Name': 'Delegate Pena-Melnyk'}, {'Name': 'Delegate Pendergrass'}, {'Name': 'Delegate Platt'}, {'Name': 'Delegate Sanchez'}, {'Name': 'Delegate Turner'}, {'Name': 'Delegate Walker'}, {'Name': 'Delegate Washington, A.'}, {'Name': 'Delegate Washington, M.'}]","Requiring, on or before May 1 of each year, the State Department of Assessments and Taxation to provide to the Comptroller information identifying specified residential property owners who failed to claim the homeowners' property tax credit; requiring the Comptroller to cooperate with and assist the Department in auditing credit applications and to provide specified information to the Department; requiring the Department to contact specified individuals to inform them they may be eligible for the property tax credit;  etc.",Homeowners' Property Tax Credit Program - Eligibility Awareness Campaign,"Enacted under Article II, Section 17(c) of the Maryland Constitution - Chapter 668",Ways and Means,,Budget and Taxation,,2016-01-28,2016-02-17T13:00:00,,2016-03-07,Favorable,2016-03-08,Passed,2016-03-14,Passed,2016-03-18,2016-03-24T13:00:00,,2016-03-29,Favorable with Amendments,2016-03-26,Passed with Amendments,2016-03-27,Passed with Amendments,Conference Committee Appointed,True,False,False,"[{'Code': 'q1', 'Name': 'Taxes - Property'}]","[{'Code': 'assesstd', 'Name': 'Assessments and Taxation, Department of'}, {'Code': 'comptroller', 'Name': 'Comptroller'}, {'Code': 'notices', 'Name': 'Notices'}, {'Code': 'postals', 'Name': 'Postal Service'}, {'Code': 'propert', 'Name': 'Property Tax'}, {'Code': 'taxc', 'Name': 'Tax Credits -see also- Circuit Breaker'}]",Regular,E,"[{'Article': {'Code': 'gtp', 'Title': 'Tax - Property'}, 'Sections': [{'Section': '9-104'}]}]",2016 Regular Session,2019-10-22T15:11:33.903
HB0383,CH0674,SB0426,Delegate Busch,"[{'Name': 'Delegate Busch'}, {'Name': 'Delegate McMillan'}]","Authorizing the City of Annapolis to participate in the Maryland Emergency Management Assistance Compact, the purpose of which is to provide for mutual assistance between the jurisdictions in managing an emergency.",Maryland Emergency Management Assistance Compact - City of Annapolis,"Enacted under Article II, Section 17(c) of the Maryland Constitution - Chapter 674",Environment and Transportation,,"Education, Health, and Environmental Affairs",,2016-01-28,2016-02-09T13:00:00,,2016-02-22,Favorable,2016-02-23,Passed,2016-02-25,Passed,2016-02-26,,,2016-04-05,Favorable,2016-03-30,Passed,2016-03-31,Passed,Returned Passed,True,False,False,"[{'Code': 'e4', 'Name': 'Public Safety'}]","[{'Code': 'annapolis', 'Name': 'Annapolis'}, {'Code': 'communication', 'Name': 'Communications -see also- Language; Telecommun & Info Tech'}, {'Code': 'emergems', 'Name': 'Emergency Medical Services'}, {'Code': 'emergencies', 'Name': 'Emergencies'}, {'Code': 'engineers', 'Name': 'Engineers'}, {'Code': 'firep', 'Name': 'Fire Protection'}, {'Code': 'health', 'Name': 'Health -see also- Mental Health'}, {'Code': 'inspections', 'Name': 'Inspections -see also- Motor Vehicle Inspection'}, {'Code': 'lawe', 'Name': 'Law Enforcement -see also- State Police, Department of'}, {'Code': 'publici', 'Name': 'Public Information'}, {'Code': 'publicw', 'Name': 'Public Works'}, {'Code': 'rescues', 'Name': 'Rescue Squads -see also- Ambulances; Emergency Medical Serv '}, {'Code': 'transport', 'Name': 'Transportation -see also- Aircraft; Airports; Boats; etc'}]",Regular,T,"[{'Article': {'Code': 'gps', 'Title': 'Public Safety'}, 'Sections': [{'Section': '14-801'}, {'Section': '14-803'}]}]",2016 Regular Session,2019-10-22T15:11:33.903
HB0384,CH0193,SB0368,Delegate Anderson,"[{'Name': 'Delegate Anderson'}, {'Name': 'Delegate Conaway'}, {'Name': 'Delegate Glenn'}, {'Name': 'Delegate Hayes'}, {'Name': 'Delegate Lierman'}, {'Name': 'Delegate McCray'}, {'Name': 'Delegate McIntosh'}, {'Name': 'Delegate Oaks'}, {'Name': 'Delegate Robinson, B.'}, {'Name': 'Delegate Rosenberg'}, {'Name': 'Delegate Washington, M.'}]",Repealing a provision requiring that the Police Commissioner of Baltimore City be appointed for a term of 6 years; and providing that the Police Commissioner shall serve at the pleasure of the Mayor of Baltimore City.,Baltimore City - Police Commissioner - Length of Term,Approved by the Governor - Chapter 193,Environment and Transportation,,Judicial Proceedings,,2016-01-28,2016-03-11T13:00:00,,2016-03-16,Favorable,2016-03-16,Passed,2016-03-17,Passed,2016-03-19,,,2016-04-04,Favorable,2016-03-28,Passed,2016-03-29,Passed,Returned Passed,True,False,False,"[{'Code': 'l2', 'Name': 'Counties - Local Laws'}]","[{'Code': 'baltimci', 'Name': 'Baltimore City'}, {'Code': 'lawe', 'Name': 'Law Enforcement -see also- State Police, Department of'}, {'Code': 'publico', 'Name': 'Public Officials -see also- Atty Gen; Compt; Coun Admin; etc'}]",Regular,T,"[{'Article': {'Code': 'l4', 'Title': 'Baltimore City'}, 'Sections': [{'Section': '16-5'}]}]",2016 Regular Session,2019-10-22T15:11:33.903
HB0385,CH0484,,Delegate Anderson,"[{'Name': 'Delegate Anderson'}, {'Name': 'Baltimore City Administration'}]",Repealing a limitation on selling the whole fee simple interest in abandoned property in Baltimore City consisting of either a vacant lot or improved property cited as vacant and unfit for habitation when the property is subject to a ground rent or specified lease.,Baltimore City - Abandoned Property - Tax Sales - Ground Rent,Approved by the Governor - Chapter 484,Ways and Means,,Budget and Taxation,,2016-01-28,2016-02-17T13:00:00,,2016-03-07,Favorable,2016-03-08,Passed,2016-03-11,Passed,2016-03-14,2016-03-24T13:00:00,,2016-04-07,Favorable,2016-04-01,Passed,2016-04-03,Passed,Returned Passed,True,False,False,"[{'Code': 'q2', 'Name': 'Taxes - Property - Local'}]","[{'Code': 'abandop', 'Name': 'Abandoned Property'}, {'Code': 'baltimci', 'Name': 'Baltimore City'}, {'Code': 'leasesr', 'Name': 'Leases and Rent'}, {'Code': 'notices', 'Name': 'Notices'}, {'Code': 'taxs', 'Name': 'Tax Sales'}]",Regular,T,"[{'Article': {'Code': 'gtp', 'Title': 'Tax - Property'}, 'Sections': [{'Section': '14-816'}]}]",2016 Regular Session,2019-10-22T15:11:33.903
HB0387,CH0593,SB0912,Delegate Barkley,[{'Name': 'Delegate Barkley'}],Requiring the Maryland Clean Energy Center to conduct a study to determine design and implementation strategies for a residential clean energy loan program; requiring the study to include consideration of whether strategies will work advantageously with loans made by private lenders for residential energy efficiency and renewable energy projects; requiring the Center to consult with specified persons; requiring the Center to report its findings and recommendations to the General Assembly on or before October 1 2016; etc.,Clean Energy Loan Program - Residential Property - Study,Approved by the Governor - Chapter 593,Economic Matters,,Finance,,2016-01-28,2016-02-04T13:00:00,,2016-03-14,Favorable with Amendments,2016-03-12,Passed with Amendments,2016-03-13,Passed,2016-03-17,2016-03-29T13:00:00,,2016-03-31,Favorable,2016-03-27,Passed,2016-03-28,Passed,Returned Passed,True,False,False,"[{'Code': 'l6', 'Name': 'Local Government - Generally'}]","[{'Code': 'alternes', 'Name': 'Alternative Energy Sources'}, {'Code': 'counties', 'Name': 'Counties -see also- Chartered Counties; Code Counties'}, {'Code': 'energym', 'Name': 'Energy Matters -see also- Alt Energy Sou; Fuel; Power Plants'}, {'Code': 'financi', 'Name': 'Financial Institutions -see also- Banks; Credit Unions; etc.'}, {'Code': 'liens', 'Name': ""Liens -see also- Mechanics' Liens""}, {'Code': 'loans', 'Name': 'Loans -see also- Mortgages'}, {'Code': 'municic', 'Name': 'Municipal Corporations -see also- Annap; Balt; Hager; OC'}, {'Code': 'propert', 'Name': 'Property Tax'}, {'Code': 'realp', 'Name': 'Real Property'}, {'Code': 'reports', 'Name': 'Reports'}]",Regular,T,,2016 Regular Session,2019-10-22T15:11:33.903
HB0389,CH0103,,Delegate O'Donnell,"[{'Name': ""Delegate O'Donnell""}, {'Name': 'Delegate Anderton'}, {'Name': 'Delegate Arentz'}, {'Name': 'Delegate Aumann'}, {'Name': 'Delegate Cluster'}, {'Name': 'Delegate Ghrist'}, {'Name': 'Delegate Glass'}, {'Name': 'Delegate Grammer'}, {'Name': 'Delegate Hornberger'}, {'Name': 'Delegate Jacobs'}, {'Name': 'Delegate Kittleman'}, {'Name': 'Delegate Krebs'}, {'Name': 'Delegate Long'}, {'Name': 'Delegate Malone'}, {'Name': 'Delegate Mautz'}, {'Name': 'Delegate McComas'}, {'Name': 'Delegate McConkey'}, {'Name': 'Delegate McKay'}, {'Name': 'Delegate McMillan'}, {'Name': 'Delegate Metzgar'}, {'Name': 'Delegate Miller, W.'}, {'Name': 'Delegate Morgan'}, {'Name': 'Delegate Otto'}, {'Name': 'Delegate Rey'}, {'Name': 'Delegate Rose'}, {'Name': 'Delegate Saab'}, {'Name': 'Delegate Shoemaker'}, {'Name': 'Delegate Stein'}, {'Name': 'Delegate Vogt'}, {'Name': 'Delegate West'}]","Altering the definition of ""immediate family"" as it relates to intrafamily transfers of specified property authorized in a local jurisdiction's Chesapeake and Atlantic Coastal Bays Critical Area protection program.",Chesapeake and Atlantic Coastal Bays Critical Area Protection Program - Intrafamily Transfers,Approved by the Governor - Chapter 103,Environment and Transportation,,"Education, Health, and Environmental Affairs",,2016-01-28,2016-02-10T13:00:00,,2016-02-22,Favorable,2016-02-23,Passed,2016-02-25,Passed,2016-02-26,2016-03-22T13:00:00,,2016-03-29,Favorable,2016-03-25,Passed,2016-03-26,Passed,Returned Passed,True,True,False,"[{'Code': 'm1', 'Name': 'Natural Resources - Generally'}]","[{'Code': 'chesapb', 'Name': 'Chesapeake Bay'}, {'Code': 'coastab', 'Name': 'Coastal Bays'}, {'Code': 'commitc', 'Name': 'Committees and Commissions -see also- Political Committees'}, {'Code': 'counties', 'Name': 'Counties -see also- Chartered Counties; Code Counties'}, {'Code': 'deeds', 'Name': 'Deeds'}, {'Code': 'emergeb', 'Name': 'Emergency Bills'}, {'Code': 'municic', 'Name': 'Municipal Corporations -see also- Annap; Balt; Hager; OC'}, {'Code': 'realp', 'Name': 'Real Property'}, {'Code': 'zoningp', 'Name': 'Zoning and Planning'}]",Regular,T,"[{'Article': {'Code': 'gnr', 'Title': 'Natural Resources'}, 'Sections': [{'Section': '8-1808.2'}]}]",2016 Regular Session,2019-10-22T15:11:33.903
