YearAndSession,BillNumber,Title,Synopsis,bill_summary,programmatic,program_start_year,program_end_year,funding,responsible_party,stakeholders,innovative_summary,innovative_score,child_poverty_direct_summary,child_poverty_direct_score
2025 Regular Session,HB0025,Environment – Reservoir Augmentation Permit – Establishment,"Establishing the Reservoir Augmentation Program in the Department of the Environment; defining ""reservoir augmentation"" as the planned placement of reclaimed water into a surface water reservoir used as a source for a drinking water treatment facility; requiring a person to obtain a permit from the Department to perform reservoir augmentation; establishing an Indirect Potable Reuse Pilot Program in the Department to make recommendations on whether the program should be extended or made permanent and any statutory or regulatory changes necessary; etc.","The bill establishes the Reservoir Augmentation Program in the Maryland Department of the Environment, requiring permits for reservoir augmentation projects, and sets rules for issuing, renewing, and revoking these permits. It also creates a fund funded by fees and penalties to oversee the program.",True,2025,2030,0.0,Maryland Department of the Environment,"Public water systems, environmental agencies, and residents relying on surface water reservoirs in Maryland","The program introduces a structured permit system for reservoir augmentation using reclaimed water, with a focus on public health and environmental protection, and includes reporting requirements and a dedicated fund.",7,"The bill has limited direct impact on child poverty, focusing mainly on water management and environmental health.",3
2025 Regular Session,HB0027,Estates and Trusts - Compensation of Guardians of Property and Trustees,Clarifying the commissions that a guardian of the property may charge; authorizing a trustee of a trust to charge compensation that is reasonable under the circumstances; and authorizing trustees who are financial institutions or members of the Maryland Bar to charge compensation that is reasonable under the circumstances and calculated in accordance with a schedule of rates filed with an appropriate agency.,"This bill clarifies and updates the laws regarding the compensation of guardians of property and trustees in Maryland, including establishing specific rates and conditions for charging fees and commissions.",False,2025,2025,0.0,Maryland Courts and the Office of the Commissioner of Financial Regulation,"Guardians of property, trustees, trust beneficiaries, and court systems in Maryland","The bill employs a structured schedule of rates and formal filing and notification procedures for trustees' compensation, which introduces a more standardized approach to trustee fees.",4,"The bill does not directly impact child poverty, as it mainly concerns legal and financial procedures for guardians and trustees.",1
2025 Regular Session,HB0031,Consumer Protection - Right to Repair - Powered Wheelchairs,"Requiring, in order to make repairs to powered wheelchairs, that a certain manufacturer make available certain documentation, parts, embedded software, firmware, and tools to a certain independent repair provider or owner of a powered wheelchair; providing that a violation of the Act constitutes an unfair, abusive, or deceptive trade practice subject to certain enforcement and penalty provisions; and applying the Act prospectively.","This bill requires manufacturers of powered wheelchairs to provide independent repair providers and owners with access to documentation, parts, embedded software, firmware, and tools necessary for repairs, under fair and reasonable terms, to promote repair independence and consumer rights.",True,2025,0,0.0,Maryland Department of Commerce or relevant regulatory agency,"Owners of powered wheelchairs, independent repair providers, and consumers needing wheelchair repairs","The bill employs a new approach by mandating manufacturers to provide repair resources to independent providers and owners, promoting repair accessibility and consumer rights.",7,"The program has moderate potential to impact child poverty by improving access to wheelchair repairs, which can enhance mobility and independence for children with disabilities.",6
2025 Regular Session,HB0032,Maryland Department of Health - Forensic Review Board - Established,Requiring the Maryland Department of Health to establish a forensic review board at facilities that have charge of persons who have been committed to the facility as not criminally responsible; authorizing a forensic review board to make recommendations relating to the release or rehabilitation of a committed person; requiring the board to give notice at least 10 days before a meeting concerning the committed person; requiring the board to give consideration to a written statement offered by the committed person to the board; etc.,"This bill establishes a forensic review board at facilities that have charge of persons found not criminally responsible, and creates a Community Forensic Aftercare Program to monitor these individuals on conditional release, including procedures for reviews, recommendations, and record sharing.",True,2025,0,0.0,Maryland Department of Health,"Persons found not criminally responsible and on conditional release, mental health providers, courts, and legal representatives","The bill introduces a structured forensic review process and a dedicated community monitoring program employing regular meetings and record sharing, integrating mental health and legal oversight.",7,"The program has limited direct impact on child poverty, focusing mainly on mental health and legal procedures for a specific population.",2
2025 Regular Session,HB0033,Department of Service and Civic Innovation - Maryland Corps Program Service Year Option Pathways - Revisions,Altering the duties of the Department of Service and Civic Innovation; renaming the Governor's Volunteer Council to be the Governor's Commission on Service and Volunteerism; altering certain requirements relating to qualifications for applicants and compensation for participants in the Young Adult Service Year Option Pathway and the Maryland Service Year Option Pathway; altering certain reporting requirements; and repealing the Executive Fellows Program.,"The bill revises the Maryland Corps Program by establishing two new pathways: the Young Adult Service Year Pathway and the Maryland Service Year Pathway. It sets up funds, defines program requirements, and sets participation and funding targets to promote public service among young adults and residents, with a focus on addressing state challenges and building a pipeline into government employment.",True,2025,2026,51000000.0,Department of Service and Civic Innovation,"Young adults, Maryland residents, state and local government agencies, community organizations, and employers","The bill employs a comprehensive approach to public service by creating dedicated pathways, funding mechanisms, and targeted outreach, integrating service with workforce development and addressing state challenges.",7,"The program has high potential to impact child poverty by providing young adults with service opportunities, skills development, and pathways to employment or education.",8
2025 Regular Session,HB0036,Department of Aging – Aging Services – Program Repeal and Consolidation,"Repealing provisions of law requiring the Secretary of Aging to develop certain congregate housing and assisted living programs for seniors; repealing the Interagency Committee on Aging Services and transferring certain responsibilities of the Committee to the Department of Aging; requiring the Department, beginning in June 2025, in coordination with area stakeholders, to conduct program transition planning and to co-design the new, consolidated program required by the Act; etc.","The bill repeals certain aging programs and committees, consolidates responsibilities into the Department of Aging, and establishes a new program to provide single points of entry for older adults to access various services, with a focus on program transition planning starting in June 2025.",True,2025,0,0.0,Department of Aging,Older adults in Maryland and their caregivers,"The bill introduces a coordinated, single points of entry system for older adults, integrating multiple services and supports, and emphasizes stakeholder engagement and transition planning.",7,"The program has potential to reduce child poverty indirectly by improving support systems for older adults, which can benefit families and communities.",4
2025 Regular Session,HB0039,Public Health - Repeal of Prohibition on Transfer of Human Immunodeficiency Virus (Carlton R. Smith Act),Repealing the prohibition on an individual from knowingly transferring or attempting to transfer the human immunodeficiency virus to another individual.,The bill repeals the existing law that prohibits individuals from knowingly transferring or attempting to transfer the human immunodeficiency virus (HIV) to another person.,False,2025,2025,0.0,Maryland Department of Health,Individuals with HIV and the general public,"The bill removes a legal prohibition on HIV transfer, which is a change in legal policy rather than an innovative program or service.",2,The bill does not have a direct impact on child poverty.,1
2025 Regular Session,HB0040,Natural Resources - Fishing Licenses and Stamps - Alterations,"Altering the fees for resident consolidated senior sport fishing licenses, angler's licenses, and trout stamps; and repealing the exemption from the requirement to obtain a trout stamp under certain circumstances for a holder of a resident consolidated senior sport fishing license.","The bill increases fees for certain fishing licenses and stamps in Maryland, repeals some exemptions, and establishes a program to provide discounted licenses for Purple Heart recipients.",False,2025,2025,0.0,Maryland Department of Natural Resources,"Maryland residents, especially senior citizens and disabled persons, and military service members",The bill mainly updates fees and regulations for fishing licenses; it does not introduce new technologies or innovative approaches.,2,"The bill has minimal direct impact on child poverty, as it mainly concerns fishing license fees and regulations.",2
2025 Regular Session,HB0041,Election Law - Petitions for the Formation of a New Political Party - Process,Altering the time periods during which a petition for the formation of a new political party or additional signatures to a petition may not be filed; and prohibiting signatures submitted with a petition that was officially determined as not meeting certain legal requirements from being resubmitted with a subsequent petition.,"The bill amends Maryland election law to change the time periods during which petitions for the formation of a new political party or additional signatures can be filed, and prohibits resubmission of signatures if a petition previously failed to meet legal requirements.",False,2025,2025,0.0,Maryland State Board of Elections,Individuals and groups involved in political party formation and election processes in Maryland,"The bill introduces specific restrictions on petition resubmission and adjusts filing periods, but does not employ new technologies or approaches.",3,"The bill has minimal direct impact on child poverty, focusing mainly on election process rules.",2
2025 Regular Session,HB0043,Federally Qualified Health Centers Grant Program - Acquisition of Land,"Authorizing the Board of Public Works, on recommendation of the Secretary of Health, to make grants under the Federally Qualified Health Centers Grant Program to counties, municipal corporations, and nonprofit corporations for the acquisition of land for the construction or use of a federally qualified health center.","The bill authorizes the Maryland Board of Public Works to provide grants to counties, municipal corporations, and nonprofit organizations for acquiring land to build or operate federally qualified health centers, expanding the existing grant program.",True,2025,0,0.0,"Board of Public Works, Maryland Department of Health","Counties, municipal corporations, nonprofit organizations, residents needing health services","The bill expands the existing federally qualified health centers grant program to include land acquisition, which is a new approach to support health center development.",6,"By supporting the development of federally qualified health centers, the program has the potential to improve access to healthcare for underserved populations, which can reduce child poverty.",7
2025 Regular Session,HB0046,Public Health - Cannabis Public Health Advisory Council - Membership,"Altering the membership of the Cannabis Public Health Advisory Council to include the Administrator of the Motor Vehicle Administration, or the Administrator's designee, and the Executive Director of the Office of Social Equity in the Maryland Cannabis Administration, or the Executive Director's designee.","This bill amends the membership composition of the Cannabis Public Health Advisory Council in Maryland, adding new members appointed by the Governor, including representatives from historically black colleges or universities, health care providers, pharmacists, substance use disorder experts, researchers, and industry representatives.",False,2025,0,0.0,Maryland Cannabis Administration and other state agencies involved in public health and cannabis regulation,"Public health officials, cannabis industry stakeholders, healthcare providers, researchers, and communities affected by cannabis policies",The bill primarily updates the advisory council membership and does not introduce new technologies or innovative approaches.,2,The bill does not directly address child poverty but may have indirect effects through improved public health policies.,2
2025 Regular Session,HB0049,Environment - Building Energy Performance Standards - Alterations and Analysis,"Altering the requirements for certain regulations adopted by the Department of the Environment relating to building energy performance standards to include certain exclusions, considerations, and a certain  annual reporting fee to cover certain costs; requiring the Department to certify a certain building energy performance standards program adopted by a county under certain circumstances; requiring the Department to conduct an analysis of the potential costs and benefits of certain building energy performance standards policy options; etc.","This bill establishes regulations and standards for building energy performance in Maryland, including targets, exemptions, and alternative compliance pathways, and creates a program for fees and incentives related to energy use and greenhouse gas emissions.",True,2025,2040,0.0,Maryland Department of the Environment,"Owners and operators of covered buildings, including commercial, multifamily residential, and government buildings in Maryland","The bill employs a comprehensive approach combining energy performance standards, exemptions, waivers, and financial incentives, and integrates data collection, training, and county certification programs, representing a multifaceted and technologically integrated approach.",8,"The program has potential to reduce energy costs and emissions, which can indirectly benefit children by improving living conditions and reducing environmental health risks.",6
2025 Regular Session,HB0054,Health Services Cost Review Commission – User Fee Assessment – Repeal of Sunset,Repealing the termination date for a certain provision of law related to the maximum amount of total user fees that may be assessed on hospitals and related institutions by the Health Services Cost Review Commission.,"The bill repeals the sunset clause that limited the maximum amount of user fees that the Health Services Cost Review Commission could assess on hospitals and related institutions, allowing the fee limits to continue indefinitely.",False,2022,2025,0.0,Health Services Cost Review Commission,Hospitals and related healthcare institutions in Maryland,The bill primarily maintains existing fee structures without introducing new technologies or approaches.,2,The bill does not directly impact child poverty.,1
2025 Regular Session,HB0056,Procurement - State Department of Education - Local Food Purchasing Program,"Requiring the State Department of Education, in coordination with the Department of General Services and the Department of Agriculture, to establish a program to procure, when funding is available, local food for local school systems with preference to providers that are certified local farms or certified Chesapeake invasive species providers; altering the percentage price preference adopted by the Board of Public Works for locally grown food from 5% to 10%; etc.","The bill requires the Maryland State Department of Education to establish a program to procure local food for schools, including food from farms within 200 miles, Chesapeake invasive species, and local farms certified by the Department of Agriculture. It also modifies procurement rules to favor local food providers and creates an Office for the Certified Local Farm and Fish Program to promote local sourcing.",True,2025,0,0.0,"Maryland State Department of Education, Department of Agriculture, Department of General Services","Local school systems, local farmers, Chesapeake invasive species providers, students","The program employs a coordinated, regional procurement approach with a dedicated office to promote local farms and invasive species, integrating local sourcing into state procurement processes.",7,"The program has potential to improve access to fresh, local food in schools, which can benefit children's health and nutrition, thereby potentially reducing child poverty.",6
2025 Regular Session,HB0059,Property Tax – Tax Sales – Revisions,Authorizing a tax collector to withhold from tax sale certain property occupied by an heir of a deceased owner of the property; requiring that certain owner-occupied property and certain property occupied by an heir of a deceased owner of the property be withheld from tax sale; requiring each county to establish a registry for interested parties or the Tax Sale Ombudsman to designate property to be withheld from tax sale; requiring the State Department of Assessments and Taxation to assist each county in creating and maintaining the registry; etc.,"This bill revises Maryland's property tax sale laws by establishing procedures for withholding certain properties from tax sales, especially owner-occupied and properties occupied by heirs of deceased owners, and creating a Homeowner Protection Program to help vulnerable homeowners retain their homes. It also modifies notice requirements, redemption rates, and the process for foreclosing rights of redemption.",True,2026,9999,0.0,Maryland Department of Assessments and Taxation and local county or municipal governments,"Homeowners, heirs, vulnerable homeowners, local governments, and property owners in Maryland","The bill introduces a new Homeowner Protection Program and enhanced procedures for tax sale withholding and notices, employing technology for registries and targeted interventions to prevent unnecessary foreclosures.",7,The program has a moderate potential to impact child poverty by helping vulnerable homeowners stay in their homes and avoid displacement.,6
2025 Regular Session,HB0063,State Board of Public Accountancy - Sunset Extension and Report,"Continuing the State Board of Public Accountancy in accordance with the provisions of the Maryland Program Evaluation Act (sunset law) by extending to July 1, 2030, the termination provisions relating to the statutory and regulatory authority of the Board; and requiring the Maryland Department of Labor to submit a certain report to the Joint Audit and Evaluation Committee on or before July 1, 2028.","The bill extends the sunset date for the State Board of Public Accountancy to July 1, 2030, and requires the Maryland Department of Labor to submit a report on the board by July 1, 2028.",False,2025,2030,0.0,Maryland Department of Labor,Public accountants and related professionals in Maryland,The bill mainly extends existing regulatory authority and does not introduce new technologies or approaches.,1,The bill does not directly impact child poverty.,1
2025 Regular Session,HB0071,Education - Holocaust Education Assistance Grant Program - Established,"Establishing the Holocaust Education Assistance Grant Program in the State Department of Education to assist local school systems with Holocaust education in public schools; authorizing a local school system to apply to the Department for a grant from the Program to be used for teacher training or teaching materials; and requiring the Governor to include in the annual budget bill an appropriation of $50,000 for the Program.",The bill establishes the Holocaust Education Assistance Grant Program within the Maryland State Department of Education to support local school systems with Holocaust education through grants for teacher training and teaching materials.,True,2025,2025,500000.0,Maryland State Department of Education,"Public school students and educators in Maryland, particularly those involved in Holocaust education","The program is a targeted grant initiative to enhance Holocaust education in public schools, employing a straightforward funding approach.",3,"The program has limited direct impact on child poverty, focusing on educational content and teacher training.",2
2025 Regular Session,HB0073,State Finance and Procurement - State Leasing of Real Property,"Increasing the noncompetitive threshold for State leases of real property from less than 2,500 square feet to up to 5,000 square feet; altering the time frame during which the State is required to advertise the need for rental of building space from at least 30 days to 20 days before proposals for lease are due; requiring the advertisement to be in certain newspapers providing notice to at least the people of the affected locality; and requiring the notice to be posted on the Department's website and eMaryland Marketplace.","The bill increases the noncompetitive threshold for State leases of real property from 2,500 to 5,000 square feet, and changes the advertising requirements for leasing proposals, including reducing the notice period from 30 to 20 days and expanding the advertising platforms to include the Department's website and eMaryland Marketplace.",False,2025,0,0.0,Maryland Department of General Services,State agencies and potential property lessees,"The bill employs an online procurement system, eMaryland Marketplace, to streamline and modernize the leasing advertisement process.",6,The bill has limited direct impact on child poverty as it mainly concerns leasing procedures and thresholds.,2
2025 Regular Session,HB0075,Election Law – Special Elections,Altering requirements for scheduling special elections to fill vacancies in a county council or in the office of chief executive officer or county executive; requiring the State Administrator to conduct a special election in accordance with State law and regulations if the State Administrator determines a conflict exists between State law and regulations and a county charter or other county law relating to the conduct of a special election; etc.,"The bill amends Maryland election law to alter requirements for scheduling special elections to fill vacancies in county councils or county executive offices. It allows counties to establish a single special election date, potentially eliminate a primary election, and specifies procedures for conducting the election, including mail-in voting options.",True,2025,2025,0.0,Maryland State Board of Elections,"Voters in Maryland, county governments, and political parties involved in special elections","The bill introduces flexible scheduling and voting procedures for special elections, including the possibility of eliminating primaries and using mail-in ballots with drop boxes, employing modern election practices.",7,"The bill's impact on child poverty is indirect and minimal, primarily affecting election procedures rather than social services or economic support.",2
2025 Regular Session,HB0088,Estates and Trusts - Maryland Trust Decanting Act - Notification and Document Transmittal,Specifying the manner in which notice regarding an exercise of the decanting power or the sending of a document under the Maryland Trust Decanting Act is required to be provided.,"This bill amends the Maryland Trust Decanting Act to specify acceptable methods for providing notice and transmitting documents related to decanting actions, including personal service, mail, courier, and agreed-upon alternative methods.",False,2025,2025,0.0,Maryland State Department of Estates and Trusts (or equivalent fiduciary oversight agency),"Trust beneficiaries, trustees, and estate planners in Maryland","The bill standardizes and clarifies the methods for notice and document transmission in trust decanting, employing established communication methods without introducing new technologies or approaches.",3,"The bill has minimal direct impact on child poverty, as it primarily concerns procedural updates for trust decanting.",2
2025 Regular Session,HB0089,Criminal Law - Crimes Relating to Animals - Conviction and Sentencing,Establishing that certain crimes relating to animals do not include certain activities; establishing that each animal harmed in a violation of a prohibition against animal cruelty is a separate offense and shall be deemed an individual victim for purposes of the sentencing guidelines stacking rule; establishing that a conviction for a crime relating to animals may not merge with a conviction for any other crime based on the act establishing the violation; etc.,"The bill updates Maryland's laws on animal cruelty, clarifying that certain activities like veterinary practices, research, and humane hunting are not considered cruelty. It establishes that each harmed animal is a separate offense and victim, and that convictions for animal cruelty cannot merge with other crimes, allowing for separate sentencing.",False,2025,2025,0.0,Maryland Department of Public Safety and Correctional Services or relevant law enforcement agencies,"Animals, animal welfare organizations, law enforcement, and the general public","The bill introduces a legal framework that treats each harmed animal as a separate offense and victim, and prevents merging of animal cruelty convictions with other crimes, which is a more detailed approach to animal cruelty laws.",6,The bill does not directly address child poverty.,1
2025 Regular Session,HB0092,"Heating, Ventilation, Air–Conditioning, and Refrigeration Contractors – License Restoration","Extending from 90 days to 4 years the time period during which an individual who has held a heating, ventilation, air-conditioning, and refrigeration contractor license may apply for license restoration after expiration.","The bill extends the period during which a licensed heating, ventilation, air-conditioning, and refrigeration contractor in Maryland can apply for license restoration from 90 days to 4 years after license expiration.",False,2025,2025,0.0,"Maryland State Board of Heating, Ventilation, Air-Conditioning, and Refrigeration Contractors","Heating, ventilation, air-conditioning, and refrigeration contractors in Maryland","The bill primarily changes the legal process for license restoration, increasing the time window from 90 days to 4 years, which is a procedural update rather than an innovative program.",2,The bill does not directly impact child poverty.,1
2025 Regular Session,HB0094,Opioid-Associated Disease Prevention and Outreach Programs - Appeals and Membership of Standing Advisory Committee,"Authorizing a local health department or community-based organization to appeal to the Secretary of Health or the Secretary's designee rather than to the Deputy Secretary for Public Health Services, an adverse decision of the Maryland Department of Health and a local health officer regarding an application for authorization to operate an Opioid-Associated Disease Prevention and Outreach Program; etc.","The bill authorizes local health departments and community organizations to establish opioid prevention and outreach programs, outlines the application and appeal process for program authorization, establishes a standing advisory committee to support these programs, and sets regulations for their operation.",True,2025,0,0.0,Maryland Department of Health,"Individuals affected by opioid use, local health departments, community organizations, law enforcement, healthcare providers, and families of individuals who inject drugs.","The bill introduces a structured approach with a dedicated advisory committee and formalized appeal processes to support opioid prevention programs, employing collaborative and regulatory strategies.",6,The program has potential to reduce child poverty by addressing opioid-related issues that impact families and communities.,7
2025 Regular Session,HB0099,Anne Arundel County - Class A (Off-Sale) and Class D (Off-Sale) Licenses - Population Ratio Quota,Establishing a population ratio quota for certain Class A (off-sale) and Class D (off-sale) licenses in Anne Arundel County; specifying a certain official map to be used to identify certain tax assessment districts for purposes of the population ratio quota; and prohibiting the Board of License Commissioners for Anne Arundel County from approving the transfer of certain alcoholic beverages licenses under certain circumstances.,"The bill establishes a population ratio quota for certain off-sale alcohol licenses in Anne Arundel County, limiting the number of licenses based on the population of specific assessment districts, and restricts license transfers outside these districts.",False,2025,2028,0.0,Anne Arundel County Board of License Commissioners,"Alcohol license holders, residents of Anne Arundel County, businesses in the county","The bill employs a geographic and population-based approach to regulate alcohol licenses, using official maps and census data to control license distribution.",6,The bill has limited direct impact on child poverty as it mainly regulates alcohol licensing within a specific county.,2
