BillNumber,ChapterNumber,CrossfileBillNumber,SponsorPrimary,Sponsors,Synopsis,Title,Status,CommitteePrimaryOrigin,CommitteeSecondaryOrigin,CommitteePrimaryOpposite,CommitteeSecondaryOpposite,FirstReadingDateHouseOfOrigin,HearingDateTimePrimaryHouseOfOrigin,HearingDateTimeSecondaryHouseOfOrigin,ReportDateHouseOfOrigin,ReportActionHouseOfOrigin,SecondReadingDateHouseOfOrigin,SecondReadingActionHouseOfOrigin,ThirdReadingDateHouseOfOrigin,ThirdReadingActionHouseOfOrigin,FirstReadingDateOppositeHouse,HearingDateTimePrimaryOppositeHouse,HearingDateTimeSecondaryOppositeHouse,ReportDateOppositeHouse,ReportActionOppositeHouse,SecondReadingDateOppositeHouse,SecondReadingActionOppositeHouse,ThirdReadingDateOppositeHouse,ThirdReadingActionOppositeHouse,InteractionBetweenChambers,PassedByMGA,EmergencyBill,ConstitutionalAmendment,BroadSubjects,NarrowSubjects,BillType,BillVersion,Statutes,YearAndSession,StatusCurrentAsOf
HB0086,CH0280,SB0180,Delegate Boyce,"[{'Name': 'Delegate Boyce'}, {'Name': 'Delegate Lehman'}, {'Name': 'Delegate McCaskill'}, {'Name': 'Delegate Ruth'}]","Requiring the State Department of Education, in consultation with certain groups, to develop training for certain school personnel to identify symptoms of anaphylaxis, asthma, and respiratory distress in students; requiring the Maryland Department of Health, in consultation with county boards, and authorizing nonpublic schools to establish a policy to obtain, administer, and train certain school personnel to administer emergency bronchodilators to a student who is determined to be, or is perceived to be, experiencing asthma-related symptoms; etc.","Public and Nonpublic Schools - Bronchodilators - Use, Availability, Training, and Policies",Approved by the Governor - Chapter 280,Ways and Means,,"Education, Energy, and the Environment",,2024-01-10,2024-01-25T13:00:00,,2024-03-11,Favorable with Amendments,2024-03-01,Passed with Amendments,2024-03-02,Passed,2024-02-29,,,2024-04-03,Favorable with Amendments,2024-03-17,Passed with Amendments,2024-03-18,Passed with Amendments,Concurred,True,False,False,"[{'Code': 'f1', 'Name': 'Primary and Secondary Education'}]","[{'Code': 'communication', 'Name': 'Communications -see also- ElecComm; Intergov; Telecom; etc.'}, {'Code': 'drugs', 'Name': 'Drugs -see also- Cannabis; ControlDangSubst; Pharm; etc.'}, {'Code': 'educatb', 'Name': 'Education, Boards of'}, {'Code': 'education', 'Name': 'Education -see also- ContEd; DrvEd; HigherEd; Lit; etc.'}, {'Code': 'educatsd', 'Name': 'Education, State Department of'}, {'Code': 'emergencies', 'Name': 'Emergencies -see also- Pandemics'}, {'Code': 'equipment', 'Name': 'Equipment -see also- Hearing Aids; MV Equip; etc.'}, {'Code': 'forms', 'Name': 'Forms'}, {'Code': 'gifts', 'Name': 'Gifts'}, {'Code': 'goods', 'Name': 'Good Samaritan'}, {'Code': 'grants', 'Name': 'Grants'}, {'Code': 'healthd', 'Name': 'Health, Department of'}, {'Code': 'healtho', 'Name': 'Health Occupations -see also- (specific health occupations)'}, {'Code': 'jobt', 'Name': 'Job Training -see also- Continuing Ed; Vocational Rehab'}, {'Code': 'liability', 'Name': 'Liability'}, {'Code': 'medicatreat', 'Name': 'Medical Treatments'}, {'Code': 'nurses', 'Name': 'Nurses -see also- Nurse Practitioners; Nursing Assistants'}, {'Code': 'privats', 'Name': 'Private Schools -see also- Primary Schools; Secondary Sch'}, {'Code': 'publics', 'Name': 'Public Schools -see also- Primary Schools; Secondary Sch'}, {'Code': 'records', 'Name': 'Records -see also- Land Records; Vital Records'}, {'Code': 'reports', 'Name': 'Reports'}, {'Code': 'schooladmin', 'Name': 'School Administration -see also- Counselors; SRO; Teachers'}, {'Code': 'students', 'Name': 'Students'}]",Pre-Filed,E,"[{'Article': {'Code': 'ged', 'Title': 'Education'}, 'Sections': [{'Section': '7-426.6'}, {'Section': '7-426.7'}]}]",2024 Regular Session,2024-11-13T09:05:06.703
HB0088,CH0053,SB0266,"Chair, Appropriations Committee","[{'Name': 'Chair, Appropriations Committee'}, {'Name': 'Education'}, {'Name': 'Departmental'}]",Providing that an individual serving as the State Superintendent of Schools shall immediately vest in the State Retirement and Pension System.,State Retirement and Pension System - Immediate Vesting,Approved by the Governor - Chapter 53,Appropriations,,Budget and Taxation,,2024-01-10,2024-01-30T13:00:00,,2024-02-19,Favorable,2024-02-20,Passed,2024-02-22,Passed,2024-02-15,,,2024-03-25,Favorable,2024-03-11,Passed,2024-03-12,Passed,Returned Passed,True,False,False,"[{'Code': 'p6', 'Name': 'State Government - Pensions and Retirement'}]","[{'Code': 'educatsd', 'Name': 'Education, State Department of'}, {'Code': 'retirement', 'Name': 'Retirement -see also- Mandatory Retirement'}, {'Code': 'statee', 'Name': 'State Employees'}]",Pre-Filed,T,"[{'Article': {'Code': 'gsp', 'Title': 'State Personnel and Pensions'}, 'Sections': [{'Section': '29-304'}]}]",2024 Regular Session,2024-11-13T09:05:06.703
HB0090,CH0827,SB0230,"Chair, Economic Matters Committee","[{'Name': 'Chair, Economic Matters Committee'}, {'Name': 'Maryland Insurance Administration'}, {'Name': 'Departmental'}]","Requiring the Maryland Insurance Commissioner to allow corporations, partnerships, limited liability companies, and sole proprietorships that are small employers to be represented by certain authorized individuals rather than an attorney in certain hearings held by the Commissioner.",Insurance - Hearing Representation,Approved by the Governor - Chapter 827,Economic Matters,,Finance,,2024-01-10,2024-02-01T13:00:00,,2024-02-12,Favorable with Amendments,2024-02-13,Passed with Amendments,2024-02-15,Passed,2024-02-11,,,2024-03-25,Favorable,2024-03-11,Passed,2024-03-12,Passed,Returned Passed,True,False,False,"[{'Code': 'c4', 'Name': 'Insurance - Other than Health'}, {'Code': 'j5', 'Name': 'Health - Insurance'}]","[{'Code': 'attorneys', 'Name': 'Attorneys'}, {'Code': 'corporations', 'Name': 'Corporations -see also- Municipal Corps; Public Corps & Inst'}, {'Code': 'hearings', 'Name': 'Hearings'}, {'Code': 'insuraa', 'Name': 'Insurance Administration'}, {'Code': 'insurance', 'Name': 'Insurance -see also- Health Ins; MAIF; Motor Vehicle Ins'}, {'Code': 'limitelc', 'Name': 'Limited Liability Companies'}, {'Code': 'partnerships', 'Name': 'Partnerships'}, {'Code': 'powera', 'Name': 'Power of Attorney'}, {'Code': 'smallb', 'Name': 'Small Business'}]",Pre-Filed,T,"[{'Article': {'Code': 'gin', 'Title': 'Insurance'}, 'Sections': [{'Section': '2-213'}]}]",2024 Regular Session,2024-11-13T09:05:06.703
HB0092,CH0944,SB0620,Delegate Amprey,[{'Name': 'Delegate Amprey'}],"Requiring the Department of Public Safety and Correctional Services to assist incarcerated individuals in accessing federal Pell Grants for higher education; requiring the Department to set goals for the number of incarcerated individuals in postsecondary education programs, establish tracking systems for their progress in postsecondary education programs, and forward certain data to the Maryland Higher Education Commission; requiring the Commission to assist the Department in establishing the tracking systems; etc.",Resources and Education for All Prisons (REAP) Act,Approved by the Governor - Chapter 944,Appropriations,,"Education, Energy, and the Environment",Finance,2024-01-10,2024-01-23T14:00:00,,2024-02-19,Favorable,2024-02-20,Passed,2024-02-22,Passed,2024-02-16,,,2024-04-04,Favorable with Amendments,2024-03-19,Passed with Amendments,2024-03-20,Passed with Amendments,Concurred,True,False,False,"[{'Code': 'e5', 'Name': 'Corrections'}]","[{'Code': 'appropriation', 'Name': 'Appropriations'}, {'Code': 'communc', 'Name': 'Community Colleges'}, {'Code': 'correci', 'Name': 'Correctional Institutions -see also- Patuxent Institution'}, {'Code': 'data', 'Name': 'Data -see also- Census; Demographics'}, {'Code': 'education', 'Name': 'Education -see also- ContEd; DrvEd; HigherEd; Lit; etc.'}, {'Code': 'grants', 'Name': 'Grants'}, {'Code': 'higherec', 'Name': 'Higher Education Commission'}, {'Code': 'labord', 'Name': 'Labor, Department of'}, {'Code': 'prisoners', 'Name': 'Prisoners -see also- Ex-Offenders'}, {'Code': 'publicscsd', 'Name': 'Public Safety and Correctional Services, Department of'}, {'Code': 'rulesr', 'Name': 'Rules and Regulations'}, {'Code': 'scholasfa', 'Name': 'Scholarships and Student Financial Aid'}, {'Code': 'stateuc', 'Name': 'State Universities and Colleges'}]",Pre-Filed,E,"[{'Article': {'Code': 'gcs', 'Title': 'Correctional Services'}, 'Sections': [{'Section': '2-701'}, {'Section': '2-702'}]}]",2024 Regular Session,2024-11-13T09:05:06.703
HB0093,CH0290,SB0162,Delegate Mireku-North,"[{'Name': 'Delegate Mireku-North'}, {'Name': 'Delegate Allen'}, {'Name': 'Delegate Boyce'}, {'Name': 'Delegate Foley'}, {'Name': 'Delegate Guyton'}, {'Name': 'Delegate Holmes'}, {'Name': 'Delegate Lehman'}, {'Name': 'Delegate Long, J.'}, {'Name': 'Delegate Ruth'}, {'Name': 'Delegate Stein'}, {'Name': 'Delegate Stewart'}, {'Name': 'Delegate Terrasa'}]","Limiting a tenant's liability for rent to not more than 2 months' rent after the date on which the tenant vacates a leased premises if a physician or psychologist completes a form specifying that the tenant has a mental disorder, the management of which is substantially limited by the leased premises.",Landlord and Tenant - Termination of Residential Lease - Limitation of Liability for Rent,Approved by the Governor - Chapter 290,Environment and Transportation,,Judicial Proceedings,,2024-01-10,2024-01-30T14:00:00,,2024-02-19,Favorable with Amendments,2024-02-21,Passed with Amendments,2024-02-23,Passed,2024-02-16,,,2024-03-27,Favorable,2024-03-13,Passed,2024-03-18,Passed,Returned Passed,True,False,False,"[{'Code': 'n1', 'Name': 'Real Property'}]","[{'Code': 'contracts', 'Name': 'Contracts -see also- Procurement'}, {'Code': 'counselors', 'Name': 'Counselors -see also- Social Workers'}, {'Code': 'develodp', 'Name': 'Developmentally Disabled Persons'}, {'Code': 'forms', 'Name': 'Forms'}, {'Code': 'landlot', 'Name': 'Landlords and Tenants'}, {'Code': 'leasesr', 'Name': 'Leases and Rent'}, {'Code': 'liability', 'Name': 'Liability'}, {'Code': 'licenses', 'Name': 'Licenses -see also- AB Lic; Certifications; DrLic; Permits'}, {'Code': 'psychologists', 'Name': 'Psychologists'}, {'Code': 'residep', 'Name': 'Residential Property -see also- Apartments; Condominiums'}, {'Code': 'vulnera', 'Name': 'Vulnerable Adults -see also- DevDisPers; EldPers; PhysDisPer'}]",Pre-Filed,T,"[{'Article': {'Code': 'grp', 'Title': 'Real Property'}, 'Sections': [{'Section': '8-212.2'}]}]",2024 Regular Session,2024-11-13T09:05:06.703
HB0094,CH0888,SB0187,Delegate Pasteur,[{'Name': 'Delegate Pasteur'}],Repealing the authority of the Division of Correction to arrange for inmates not needed or being used by the State Highway Administration to perform emergency road work to be employed in agricultural work during any part of the year at a camp in Queen Anne's County or any other county with a similar camp.,Correctional Services - Inmate Employment - Agricultural Work,Approved by the Governor - Chapter 888,Judiciary,,Judicial Proceedings,,2024-01-10,2024-01-23T13:00:00,,2024-03-04,Favorable,2024-02-26,Passed,2024-02-28,Passed,2024-02-25,,,2024-03-29,Favorable,2024-03-15,Passed,2024-03-18,Passed,Returned Passed,True,False,False,"[{'Code': 'e5', 'Name': 'Corrections'}]","[{'Code': 'agriculture', 'Name': 'Agriculture -see also- Cannabis Production'}, {'Code': 'camps', 'Name': 'Camps'}, {'Code': 'correcd', 'Name': 'Correction, Division of'}, {'Code': 'prisoners', 'Name': 'Prisoners -see also- Ex-Offenders'}]",Pre-Filed,T,"[{'Article': {'Code': 'gcs', 'Title': 'Correctional Services'}, 'Sections': [{'Section': '9-515'}]}]",2024 Regular Session,2024-11-13T09:05:06.703
HB0096,CH0177,SB0117,"Delegate Morgan, T.","[{'Name': 'Delegate Morgan, T.'}]",Repealing a certain requirement related to the inclusion of a core condition in the system for newborn screening; requiring the Maryland Department of Health to implement testing for a core condition listed in the Recommended Uniform Screening Panel within a certain time period after the core condition is added to the Panel; authorizing the Department to screen for any condition recommended by the Advisory Council and approved by the Secretary; requiring the Department to implement testing for Krabbe leukodystrophy at a certain time; etc.,Health - Newborn Screening Program - Implementation of Testing,Approved by the Governor - Chapter 177,Health and Government Operations,,Finance,,2024-01-10,2024-02-07T14:30:00,,2024-04-03,Favorable with Amendments,2024-03-21,Passed with Amendments,2024-03-22,Passed,2024-03-20,,,2024-04-06,Favorable,2024-03-23,Passed,2024-03-26,Passed,Returned Passed,True,True,False,"[{'Code': 'j1', 'Name': 'Public Health'}]","[{'Code': 'commitc', 'Name': 'Committees and Commissions'}, {'Code': 'emergeb', 'Name': 'Emergency Bills'}, {'Code': 'federag', 'Name': 'Federal Government'}, {'Code': 'fees', 'Name': ""Fees -see also- Attys' Fees; Devt Fees & Taxes""}, {'Code': 'health', 'Name': 'Health -see also- COVID19; EnvHlth; MedCon; etc.'}, {'Code': 'healthd', 'Name': 'Health, Department of'}, {'Code': 'healtho', 'Name': 'Health Occupations -see also- (specific health occupations)'}, {'Code': 'laboratories', 'Name': 'Laboratories'}, {'Code': 'medicac', 'Name': 'Medical Conditions -see also- AIDS; COVID-19; rabies'}, {'Code': 'medicatd', 'Name': 'Medical Testing and Diagnosis'}, {'Code': 'minors', 'Name': 'Minors -see also- Age of Majority; Youth'}, {'Code': 'notices', 'Name': 'Notices'}, {'Code': 'pregnancy', 'Name': 'Pregnancy'}, {'Code': 'publici', 'Name': 'Public Information'}, {'Code': 'reports', 'Name': 'Reports'}, {'Code': 'revenut', 'Name': 'Revenue and Taxes -see also- (specific tax)'}, {'Code': 'rulesr', 'Name': 'Rules and Regulations'}]",Pre-Filed,T,"[{'Article': {'Code': 'ghg', 'Title': 'Health - General'}, 'Sections': [{'Section': '13-111'}]}]",2024 Regular Session,2024-11-13T09:05:06.703
HB0097,CH0953,SB0723,Delegate Taveras,"[{'Name': 'Delegate Taveras'}, {'Name': 'Delegate Pasteur'}, {'Name': 'Delegate Pena-Melnyk'}, {'Name': 'Delegate Cullison'}, {'Name': 'Delegate Alston'}, {'Name': 'Delegate Bagnall'}, {'Name': 'Delegate Bhandari'}, {'Name': 'Delegate Chisholm'}, {'Name': 'Delegate Guzzone'}, {'Name': 'Delegate Hill'}, {'Name': 'Delegate Hutchinson'}, {'Name': 'Delegate Johnson, S.'}, {'Name': 'Delegate Kaiser'}, {'Name': 'Delegate Kerr'}, {'Name': 'Delegate Kipke'}, {'Name': 'Delegate Lewis, R.'}, {'Name': 'Delegate Lopez'}, {'Name': 'Delegate Martinez'}, {'Name': 'Delegate Morgan, M.'}, {'Name': 'Delegate Reilly'}, {'Name': 'Delegate Rosenberg'}, {'Name': 'Delegate Szeliga'}, {'Name': 'Delegate White Holland'}, {'Name': 'Delegate Woods'}]","Requiring, beginning January 1, 2025, manufacturers of baby food to test a representative sample of each production aggregate of the manufacturer's final baby food product for certain toxic heavy metals; requiring, beginning January 1, 2026, manufacturers of baby food to make certain information related to the testing and a link to certain guidance available on the manufacturer's website; requiring a consumer to report to the Maryland Department of Health if the consumer believes that baby food is being sold with toxic heavy metals; etc.",Baby Food - Toxic Heavy Metals - Testing and Labeling (Rudy's Law),Approved by the Governor - Chapter 953,Health and Government Operations,,Finance,,2024-01-10,2024-02-07T14:30:00,,2024-03-14,Favorable with Amendments,2024-03-03,Passed with Amendments,2024-03-06,Passed,2024-03-04,,,2024-04-04,Favorable with Amendments,2024-03-20,Passed with Amendments,2024-03-21,Passed with Amendments,Concurred,True,False,False,"[{'Code': 'j1', 'Name': 'Public Health'}]","[{'Code': 'chemict', 'Name': 'Chemical Tests'}, {'Code': 'consump', 'Name': 'Consumer Protection'}, {'Code': 'disclosure', 'Name': 'Disclosure'}, {'Code': 'food', 'Name': 'Food -see also- Meat, Poultry, & Seafood; Milk; etc.'}, {'Code': 'hazardts', 'Name': 'Hazardous and Toxic Substances -see also- Asbestos; Radiatn '}, {'Code': 'health', 'Name': 'Health -see also- COVID19; EnvHlth; MedCon; etc.'}, {'Code': 'industt', 'Name': 'Industry and Technology'}, {'Code': 'internet', 'Name': 'Internet -see also- Internet Access'}, {'Code': 'labeling', 'Name': 'Labeling'}, {'Code': 'minors', 'Name': 'Minors -see also- Age of Majority; Youth'}, {'Code': 'publici', 'Name': 'Public Information'}, {'Code': 'reports', 'Name': 'Reports'}, {'Code': 'safety', 'Name': 'Safety -see also- Occupational Safety'}, {'Code': 'scientr', 'Name': 'Scientific Research -see also- ChemTst; MedRsrch; Studies'}, {'Code': 'time', 'Name': 'Time'}]",Pre-Filed,E,"[{'Article': {'Code': 'ghg', 'Title': 'Health - General'}, 'Sections': [{'Section': '21-330.4'}]}]",2024 Regular Session,2024-11-13T09:05:06.703
HB0099,CH0835,SB0113,Delegate Bartlett,[{'Name': 'Delegate Bartlett'}],Prohibiting an individual from knowingly and with a certain intent soliciting a minor or law enforcement officer posing as a minor to engage in certain prohibited sexual acts with the minor by a certain means.,Criminal Law – Sexual Solicitation of a Minor Through Child Pornography – Prohibition,Approved by the Governor - Chapter 835,Judiciary,,Judicial Proceedings,,2024-01-10,2024-01-23T13:00:00,,2024-03-04,Favorable,2024-02-26,Passed,2024-02-28,Passed,2024-02-25,,,2024-03-29,Favorable,2024-03-15,Passed,2024-03-18,Passed,Returned Passed,True,False,False,"[{'Code': 'e1', 'Name': 'Criminal Law - Substantive Crimes'}]","[{'Code': 'crimesp', 'Name': 'Crimes and Punishments -see also- Penalties and Sentnc; etc.'}, {'Code': 'minors', 'Name': 'Minors -see also- Age of Majority; Youth'}, {'Code': 'pornography', 'Name': 'Pornography -see also- Nudity and Sexual Displays; Obscenity'}, {'Code': 'sexualof', 'Name': 'Sexual Offenses'}, {'Code': 'solicitation', 'Name': 'Solicitation'}]",Pre-Filed,T,"[{'Article': {'Code': 'gcr', 'Title': 'Criminal Law'}, 'Sections': [{'Section': '11-207'}, {'Section': '3-324'}]}]",2024 Regular Session,2024-11-13T09:05:06.703
HB0102,CH0637,SB0730,Delegate Miller,[{'Name': 'Delegate Miller'}],"Requiring a rear passenger on a motorcycle to be able to firmly position the passenger's feet on the footrests of the motorcycle, subject to an exception for permanent physical disability.",Motor Vehicles - Motorcycles - Passenger Restrictions,Approved by the Governor - Chapter 637,Environment and Transportation,,Judicial Proceedings,,2024-01-10,2024-02-01T13:00:00,,2024-02-07,Favorable,2024-02-08,Passed,2024-02-13,Passed,2024-02-09,,,2024-03-27,Favorable,2024-03-13,Passed,2024-03-18,Passed,Returned Passed,True,False,False,"[{'Code': 'r5', 'Name': 'Vehicle Laws - Rules of the Road'}]","[{'Code': 'motorcmms', 'Name': 'Motorcycles, Mopeds, and Motor Scooters '}, {'Code': 'traffir', 'Name': 'Traffic Regulation'}, {'Code': 'transportatio', 'Name': 'Transportation -see also- Aircraft; Airports; Boats; etc'}]",Pre-Filed,T,"[{'Article': {'Code': 'gtr', 'Title': 'Transportation'}, 'Sections': [{'Section': '21-1302'}]}]",2024 Regular Session,2024-11-13T09:05:06.703
HB0103,CH0904,SB0600,Delegate Bagnall,[{'Name': 'Delegate Bagnall'}],"Requiring the Maryland Department of Health to study the feasibility of including removable full and partial dentures and setting adequate reimbursement rates for providers on a per-patient basis for house calls and extended care facility calls among the coverage offered by the Maryland Healthy Smiles Dental Program; and requiring the Department to report its findings from the study to the Senate Finance Committee and the House Health and Government Operations Committee by December 1, 2024.",Maryland Medical Assistance Program - Dental Services - Coverage and Rate Study,Approved by the Governor - Chapter 904,Health and Government Operations,,Finance,,2024-01-10,2024-02-14T13:00:00,,2024-02-26,Favorable,2024-02-23,Passed,2024-02-25,Passed,2024-02-20,,,2024-03-28,Favorable,2024-03-14,Passed,2024-03-18,Passed,Returned Passed,True,False,False,"[{'Code': 'j1', 'Name': 'Public Health'}]","[{'Code': 'dentists', 'Name': 'Dentists'}, {'Code': 'goodss', 'Name': 'Goods and Services -see also- Retail Sales; TermnSvc; TrfGds'}, {'Code': 'health', 'Name': 'Health -see also- COVID19; EnvHlth; MedCon; etc.'}, {'Code': 'healthd', 'Name': 'Health, Department of'}, {'Code': 'healthi', 'Name': 'Health Insurance -see also- ACA; HMOs; MCOs'}, {'Code': 'healtho', 'Name': 'Health Occupations -see also- (specific health occupations)'}, {'Code': 'medicaa', 'Name': 'Medical Assistance'}, {'Code': 'prices', 'Name': 'Prices -see also- Consumer Price Index'}, {'Code': 'reimbur', 'Name': 'Reimbursement Rates'}, {'Code': 'reports', 'Name': 'Reports'}, {'Code': 'studies', 'Name': 'Studies -see also- Commitees & Commissions; Reports'}]",Pre-Filed,T,,2024 Regular Session,2024-11-13T09:05:06.703
HB0105,CH0715,SB0421,Delegate Atterbeary,[{'Name': 'Delegate Atterbeary'}],"Authorizing a person to file a petition for expungement of certain records relating to a probation before judgment for driving while impaired or driving while under the influence; requiring the Motor Vehicle Administration to require persons convicted of or granted probation before judgment for certain criminal offenses related to driving while impaired by alcohol, a drug, drug combination, or a combination of drugs and alcohol to participate in the Ignition Interlock System Program for certain periods of time; etc.",Drunk Driving Offenses - Expungement and the Ignition Interlock System Program,Approved by the Governor - Chapter 715,Judiciary,,Judicial Proceedings,,2024-01-10,2024-02-21T13:30:00,,2024-03-16,Favorable with Amendments,2024-03-07,Passed with Amendments,2024-03-10,Passed,2024-03-06,,,2024-04-01,Favorable with Amendments,2024-03-15,Passed with Amendments,2024-03-16,Passed with Amendments,Conference Committee Appointed,True,False,False,"[{'Code': 'r3', 'Name': 'Vehicle Laws - Drunk Driving'}]","[{'Code': 'crimesp', 'Name': 'Crimes and Punishments -see also- Penalties and Sentnc; etc.'}, {'Code': 'data', 'Name': 'Data -see also- Census; Demographics'}, {'Code': 'drunkdd', 'Name': 'Drunk and Drugged Driving'}, {'Code': 'expungement', 'Name': 'Expungement'}, {'Code': 'motorva', 'Name': 'Motor Vehicle Administration'}, {'Code': 'motorve', 'Name': 'Motor Vehicle Equipment'}, {'Code': 'parolep', 'Name': 'Parole and Probation'}, {'Code': 'penalts', 'Name': 'Penalties and Sentences -see also- Death Penalty'}, {'Code': 'petitions', 'Name': 'Petitions'}, {'Code': 'records', 'Name': 'Records -see also- Land Records; Vital Records'}, {'Code': 'repeato', 'Name': 'Repeat Offenders'}, {'Code': 'reports', 'Name': 'Reports'}]",Pre-Filed,E,"[{'Article': {'Code': 'gcp', 'Title': 'Criminal Procedure'}, 'Sections': [{'Section': '10-105'}]}, {'Article': {'Code': 'gtr', 'Title': 'Transportation'}, 'Sections': [{'Section': '16-404.1'}]}]",2024 Regular Session,2024-11-13T09:05:06.703
HB0108,CH0357,SB0451,Baltimore County Delegation,[{'Name': 'Baltimore County Delegation'}],"Altering the annual compensation of certain nonstudent members of the Baltimore County Board of Education from $7,500 to $16,500; providing that the chair of the county board is entitled to receive $17,500 annually as compensation; and increasing the amount that a student member of the board is granted for a certain scholarship from $7,500 to $10,000.",Baltimore County Board of Education - Nonstudent Member Compensation and Student Member Scholarships - Alterations,Approved by the Governor - Chapter 357,Ways and Means,,"Education, Energy, and the Environment",,2024-01-10,2024-01-25T13:00:00,,2024-03-12,Favorable with Amendments,2024-03-03,Passed with Amendments,2024-03-06,Passed,2024-03-04,,,2024-04-04,Favorable,2024-03-19,Passed,2024-03-20,Passed,Returned Passed,True,False,False,"[{'Code': 'f3', 'Name': 'Education - Local Bills'}]","[{'Code': 'baltimco', 'Name': 'Baltimore County'}, {'Code': 'educatb', 'Name': 'Education, Boards of'}, {'Code': 'localgm', 'Name': 'Local Government Mandates'}, {'Code': 'publico', 'Name': 'Public Officials -see also- Atty Gen; Compt; Coun Admin; etc'}, {'Code': 'salaric', 'Name': 'Salaries and Compensation -see also- Overtime; Reimb. Rates'}, {'Code': 'scholasfa', 'Name': 'Scholarships and Student Financial Aid'}]",Pre-Filed,T,"[{'Article': {'Code': 'ged', 'Title': 'Education'}, 'Sections': [{'Section': '3-2B-01'}, {'Section': '3-2B-06'}]}]",2024 Regular Session,2024-11-13T09:05:06.703
HB0109,CH0083,SB0281,"Chair, Environment and Transportation Committee","[{'Name': 'Chair, Environment and Transportation Committee'}, {'Name': 'Natural Resources'}, {'Name': 'Departmental'}]",Authorizing certain persons to alter certain submerged aquatic vegetation in a certain manner and in accordance with certain requirements; authorizing a public utility company or telecommunications carrier to alter certain submerged aquatic vegetation in a certain manner and in accordance with certain requirements; and altering certain requirements related to the alteration or removal of certain submerged aquatic vegetation.,Natural Resources - Submerged Aquatic Vegetation - Alteration or Removal Requirements,Approved by the Governor - Chapter 83,Environment and Transportation,,"Education, Energy, and the Environment",,2024-01-10,2024-01-31T14:30:00,,2024-02-19,Favorable,2024-02-20,Passed,2024-02-22,Passed,2024-02-15,,,2024-03-27,Favorable,2024-03-12,Passed,2024-03-13,Passed,Returned Passed,True,False,False,"[{'Code': 'm1', 'Name': 'Natural Resources - Generally'}, {'Code': 'c5', 'Name': 'Utility Regulation'}]","[{'Code': 'chesapb', 'Name': 'Chesapeake Bay -see also- Chesapeake Bay Restoration'}, {'Code': 'coastab', 'Name': 'Coastal Bays'}, {'Code': 'envirom', 'Name': 'Environmental Matters -see also- Conserv; Nat Resrce; Pollut'}, {'Code': 'marinas', 'Name': 'Marinas -see also- Piers and Docks'}, {'Code': 'naturar', 'Name': 'Natural Resources -see also- Coal; For&Pks; Rivers; etc.'}, {'Code': 'naturard', 'Name': 'Natural Resources, Department of'}, {'Code': 'piersd', 'Name': 'Piers and Docks -see also- Marinas; Ports'}, {'Code': 'plants', 'Name': 'Plants -see also- Invasive Species; Trees; Weeds'}, {'Code': 'riverssl', 'Name': 'Rivers, Streams, and Lakes'}, {'Code': 'rulesr', 'Name': 'Rules and Regulations'}, {'Code': 'standabp', 'Name': 'Standards and Best Practices'}, {'Code': 'telecoit', 'Name': 'Telecommunications and Information Technology'}, {'Code': 'utilities', 'Name': 'Utilities -see also- High Volt Lines; Sewage; Teleph; Water'}, {'Code': 'water', 'Name': 'Water -see also- Coastal Bays; Riv,Str,Lks; Wastewater; etc.'}]",Pre-Filed,T,"[{'Article': {'Code': 'gnr', 'Title': 'Natural Resources'}, 'Sections': [{'Section': '4-101'}, {'Section': '4-213'}]}]",2024 Regular Session,2024-11-13T09:05:06.703
HB0112,CH0022,SB0291,"Chair, Ways and Means Committee","[{'Name': 'Chair, Ways and Means Committee'}, {'Name': 'Secretary of State'}, {'Name': 'Departmental'}]",Requiring a person to file a registration statement with the State Board of Elections within a certain time period after the award of a contract that causes the person to be doing public business; requiring persons doing public business to update information on beneficial ownership included in the registration statement in accordance with regulations adopted by the State Board; altering the time at which a person doing public business is required to file a certain initial statement with the State Board; etc.,Persons Doing Public Business – Disclosure Requirements,Approved by the Governor - Chapter 22,Ways and Means,,"Education, Energy, and the Environment",,2024-01-10,2024-01-25T13:00:00,,2024-02-12,Favorable,2024-02-13,Passed,2024-02-15,Passed,2024-02-11,,,2024-03-27,Favorable,2024-03-12,Passed,2024-03-13,Passed,Returned Passed,True,False,False,"[{'Code': 'g1', 'Name': 'Elections'}, {'Code': 'p2', 'Name': 'State Government - Procurement'}]","[{'Code': 'campaif', 'Name': 'Campaign Financing'}, {'Code': 'certification', 'Name': 'Certifications'}, {'Code': 'commerb', 'Name': 'Commerce and Business -see also- ElectrComm; ForTrade; etc.'}, {'Code': 'contracts', 'Name': 'Contracts -see also- Procurement'}, {'Code': 'disclosure', 'Name': 'Disclosure'}, {'Code': 'elections', 'Name': 'Elections'}, {'Code': 'electisb', 'Name': 'Elections, State Board of'}, {'Code': 'procurement', 'Name': 'Procurement'}, {'Code': 'records', 'Name': 'Records -see also- Land Records; Vital Records'}, {'Code': 'registration', 'Name': 'Registration -see also- Motor Vehicle Registration'}, {'Code': 'rulesr', 'Name': 'Rules and Regulations'}]",Pre-Filed,T,"[{'Article': {'Code': 'gel', 'Title': 'Election Law'}, 'Sections': [{'Section': '14-101'}, {'Section': '14-103.1'}, {'Section': '14-104'}, {'Section': '14-107'}, {'Section': '14-110'}]}, {'Article': {'Code': 'gsf', 'Title': 'State Finance and Procurement'}, 'Sections': [{'Section': '13-221'}]}]",2024 Regular Session,2024-11-13T09:05:06.703
