YearAndSession,BillNumber,Title,Synopsis,bill_summary,programmatic,program_start_year,program_end_year,funding,responsible_party,stakeholders,innovative_summary,innovative_score,child_poverty_direct_summary,child_poverty_direct_score
2023 Regular Session,HB0424,State Retirement and Pension System - Nonvested Accounts - Regular Interest,Requiring a certain rate of interest on certain member contributions in active members' nonvested accounts in the State Retirement and Pension System if the members have not withdrawn contributions from the nonvested accounts and are not eligible to receive a certain vested allowance; providing for the retroactive application of the Act; etc.,"The bill requires a minimum annual interest rate of 4% or 5% on certain member contributions in the Maryland State Retirement and Pension System, specifically for members who are active but not eligible for vested allowances and have not withdrawn contributions. It applies retroactively and aims to ensure accrued interest on nonvested member contributions.",True,2023,2030,0.0,Maryland State Retirement and Pension System,"Members of the Maryland State Retirement and Pension System who are active, nonvested contributors and have not withdrawn their contributions","This bill introduces a new interest accrual requirement on member contributions in the retirement system, ensuring minimum interest rates for specific active members, which is a regulatory change rather than a new technological or service innovation.",2,"The program has a low potential for direct impact on child poverty, as it primarily affects retirement contributions of individual members.",1
2023 Regular Session,HB0427,Criminal Procedure - Medical Emergency - Immunity,"Altering certain provisions relating to immunity from criminal arrest, charge, or prosecution for a person experiencing a medical emergency after ingesting or using alcohol or drugs.","This bill provides immunity from criminal arrest, charge, or prosecution for persons who seek, provide, assist with, or receive medical assistance during a medical emergency involving alcohol or drugs. It aims to encourage individuals to seek help without fear of legal repercussions.",False,2023,2023,0.0,Maryland State Criminal Justice Agencies,"Individuals experiencing medical emergencies related to alcohol or drug use, and their friends or helpers","The bill strengthens protections for emergency responders and victims by legally immunizing those involved during medical emergencies, which supports public health and safety.",2,"The bill indirectly supports vulnerable populations by encouraging timely medical assistance, potentially reducing health crises among at-risk groups.",2
2023 Regular Session,HB0428,University System of Maryland - Board of Regents - Student Member Grant,Authorizing the Board of Regents of the University System of Maryland to authorize a certain grant for the student member serving in the first year of the student's term on the Board of Regents.,"The bill authorizes the University System of Maryland's Board of Regents to provide a financial grant to student members serving on the Board during their first year, and a tuition waiver during their second year, of a two-year term.",True,2023,2023,0.0,University System of Maryland Board of Regents,Students serving on the University System of Maryland Board of Regents,"The bill introduces a financial aid program specifically for student members of the Board of Regents, which is a targeted support initiative.",2,"The program's impact on child poverty is likely minimal, as it is targeted at student governance members rather than at a broad or vulnerable child population.",1
2023 Regular Session,HB0429,Procurement Improvement Council - Membership and Duties,"Altering the membership of the Procurement Improvement Council to include the Comptroller and the Attorney General; authorizing certain members to send a designee to attend certain meetings under certain circumstances; and clarifying the duties of the Council to include discussion of strategies to increase the participation of small, minority-owned, and women-owned businesses in procurement contracts.","The bill changes the membership, duties, and operations of the Maryland Procurement Improvement Council, including adding a new focus on increasing participation of small, minority, and women-owned businesses in procurement.",True,2023,0,0.0,"Maryland Procurement Improvement Council, led by the Chief Procurement Officer","State procurement officials, small businesses, minority-owned and women-owned businesses, taxpayers, government agencies","Includes a new focus on strategies to increase participation of small, minority–, and women–owned businesses in procurement contracts, which is an innovative approach to promoting diversity and inclusion in government contracting.",4,The bill’s focus on increasing participation of minority and women-owned businesses in procurement has the potential to economically benefit disadvantaged communities and reduce child poverty.,3
2023 Regular Session,HB0433,Prince George's County - Office of the Sheriff - Deputy Sheriffs and Labor Organizations PG 308-23,Increasing from four to five the number of full-time assistant sheriffs provided to the Sheriff of Prince George's County; and providing that the Fraternal Order of Police will negotiate on behalf of deputy sheriffs in benefit matters not related to salary.,"The bill increases the number of full-time assistant sheriffs in Prince George's County, adjusts procedures for their benefits and employment, and specifies their law enforcement duties, including investigation protocols for domestic violence calls.",True,2023,9999,0.0,Prince George's County Office of the Sheriff,"Residents of Prince George's County, sheriff's deputies, county government","The bill formalizes duties, employment conditions, and investigation protocols for sheriff's deputies, including their role in domestic violence calls, aligning law enforcement practices within the county.",2,"The bill's primary focus is on law enforcement staffing and procedures, with limited direct impact on child poverty.",1
2023 Regular Session,HB0435,Prince George's County - Speed Monitoring Systems - Maryland Route 210 (Indian Head Highway) PG 304-23,"Increasing the maximum number of speed monitoring systems that may be placed and used on Maryland Route 210 (Indian Head Highway) in Prince George's County from three to six; requiring the State Highway Administration in conjunction with a certain entity to report annually its recommendations for solutions to address accidents, injuries, and fatalities on the highway; extending the termination date for a provision of law granting the authority to place speed monitoring systems on Maryland Route 210 in Prince George's County; etc.","The bill increases the maximum number of speed monitoring systems on Maryland Route 210 (Indian Head Highway) in Prince George's County, extends the authority for their placement, and modifies procedures for examining safety issues on the highway, including financial reporting related to violations.",True,2023,2028,0.0,Prince George's County Department of Public Works and Transportation and State Highway Administration,"Residents, drivers, and local government in Prince George's County, particularly along Maryland Route 210","The bill enhances traffic safety monitoring with more speed cameras and increased program oversight, employing existing technology in a more expanded and systematic way.",3,"The program primarily focuses on traffic safety and infrastructure, with limited direct impact on child poverty.",1
2023 Regular Session,HB0436,Prince George's County - Alcoholic Beverages - Licensing PG 305-23,"Authorizing the Board of License Commissioners for Prince George's County, notwithstanding a certain prohibition on the transfer of a license with an off-sale privilege, to approve the transfer of a Class A beer, wine, and liquor license to a premises located in a certain alcoholic beverages district under certain circumstances; authorizing the Board to issue a Class B-DD beer, wine, and liquor license with an off-sale privilege to certain restaurants in certain areas; etc.","This bill modifies alcohol licensing rules in Prince George's County, allowing transfers of certain licenses in specific districts, creating new types of licenses for restaurants with off-sale privileges, and expanding available license numbers in designated development districts, including on Central Avenue.",False,2023,2023,0.0,Prince George's County Board of License Commissioners,"Restaurants, alcohol licensees, residents, and visitors in Prince George's County","The bill introduces a new licensing approach for restaurants, with specific requirements for off-sale privileges and designated districts, utilizing location-based licensing strategies.",3,"The bill has limited direct impact on child poverty, focusing mainly on licensing regulations for businesses.",1
2023 Regular Session,HB0437,Prince George's County Public Schools - Alterations to Title of Chief Executive Officer and Establishment of Office of Integrity and Compliance PG 501-23,"Changing the title of the Chief Executive Officer of the Prince George's County public school system to the County Superintendent of the Prince George's County public school system; establishing the Office of Integrity and Compliance in the Prince George's County public school system to evaluate, examine, investigate, report on, and make recommendations on certain issues related to the Prince George's County public school system; requiring the County Council of Prince George's County to appoint an Integrity and Compliance officer; etc.","This bill changes the title of the chief officer of Prince George's County Public Schools to County Superintendent and establishes the Office of Integrity and Compliance to oversee investigations, ensure accountability, and evaluate the effectiveness of the school system. It also sets procedures for selection, duties, and oversight of the superintendent and the Office.",True,2023,9999,0.0,Prince George's County Council and Prince George's County Public Schools,"Students, staff, vendors, and residents of Prince George's County",The bill introduces an independent Office of Integrity and Compliance employing new oversight and investigative approaches within the public school system.,4,"The program has strong potential to improve school system integrity and accountability, which can positively impact child poverty by ensuring efficient resource use and better educational outcomes.",4
2023 Regular Session,HB0438,"Prince George's County - Alcoholic Beverages - Class B-Stadium (Baseball Stadium) Beer, Wine, and Liquor License PG 306-23","Altering the alcoholic beverages that may be sold under a certain stadium license in Prince George's County; authorizing the holder of a Class B-Stadium (baseball stadium) beer, wine, and liquor license to sell beer, wine, and liquor for on-premises consumption; altering a provision of law providing that the profit from the sale of certain alcoholic beverages under the license may accrue to the use of the Maryland-National Capital Park and Planning Commission or the concessionaire; etc.","This bill amends Maryland law to modify the types of alcoholic beverages sold under a specific stadium license in Prince George's County, allowing the license holder to sell beer, wine, and liquor for on-premises consumption at a baseball stadium, and clarifying how profits are allocated. It also updates license naming and counts within the county.",False,2023,2023,0.0,Prince George's County Alcoholic Beverages Board or relevant local licensing authority,"Baseball stadium operators, concessionaires, and patrons in Prince George's County",The bill primarily updates licensing rules and does not introduce new technologies or approaches.,1,The bill does not directly target child poverty or socioeconomic issues.,1
2023 Regular Session,HB0440,Child Custody - Relocation of Child - Expedited Hearing (Assurance of Child's Safety Act),Requiring a court to schedule a hearing on a certain petition regarding the proposed relocation of a child who is the subject of a custody or visitation order on an expedited basis under certain circumstances.,The bill enhances child custody laws by requiring courts to hold expedited hearings on relocation petitions and prohibits considering a child's time with a party who relocates in violation of notice requirements as an advantage in subsequent custody hearings.,False,2023,2023,0.0,Maryland courts/Family Law Department,Children and parents involved in custody disputes,"The bill introduces an expedited judicial process for relocation cases and restricts the use of violations of notice requirements as an advantage, employing procedural reforms in family law.",3,The bill's provisions primarily affect legal processes and custody arrangements; its direct impact on child poverty is limited.,2
2023 Regular Session,HB0444,Prince George's County - Payment in Lieu of Taxes Agreements - Low-Income Housing PG 403-23,"Authorizing the governing body of Prince George's County to enter into a payment in lieu of taxes agreement with an owner of real property that is used for low-income housing that is financed through the county's Right of First Refusal program or acquired, constructed, or rehabilitated for the purposes of operating the low-income housing.","This bill authorizes Prince George's County to enter into agreements with owners of low-income housing for payment in lieu of property taxes, specifically for housing financed through the county's Right of First Refusal program or used for operating low-income rental housing.",True,2023,0,0.0,Prince George's County government,"Owners of low-income housing, low-income residents in Prince George's County","The bill introduces a tax agreement approach to support low-income housing, including use of payment in lieu of taxes for housing financed through a specific county program, which is a tailored approach to housing finance supporting low-income residents.",3,"The bill has the potential to enable more low-income housing, which can help reduce child poverty by increasing affordable housing options.",3
2023 Regular Session,HB0448,Nonpublic Education - Placements of Children With Disabilities - Teacher Salaries (Teacher Pay Parity Act),"Requiring the State Department of Education to adopt regulations to ensure that children with disabilities who need special education and related services that cannot be provided in a public county, regional, or State program be placed in an appropriate nonpublic educational program that offers these services; requiring the State and certain counties to pay for costs of salaries for teachers at certain nonpublic schools in a certain amount and proportion; etc.","The bill, known as the Teacher Pay Parity Act, aims to rename the nonpublic educational placement program to the 'special education placement' program and mandates that the State and counties pay for teacher salaries at these placements, ensuring salary parity with public school teachers and providing funding for wraparound services for children with disabilities.",True,2023,2023,0.0,Maryland Department of Education,"Children with disabilities, teachers at nonpublic schools, local education agencies, and families of children with disabilities","The bill employs a structured phased-in approach to ensure salary parity between teachers in nonpublic special education schools and public school teachers, integrating funding mechanisms and regulatory standards, which is a notable approach to addressing wage disparities.",4,"High; improving teacher salaries and funding for special education placements can directly enhance educational access and quality for children with disabilities, thereby reducing child poverty.",4
2023 Regular Session,HB0453,State Board of Physicians - Inactive and Emeritus Status,"Authorizing the Board to place a licensee on emeritus status under certain circumstances; requiring the Board, under certain circumstances, to reinstate the license of an individual who is on inactive or emeritus status; exempting licensees who are on inactive status or emeritus status from continuing medical education requirements; repealing the requirement that the Board issue a license to an individual who is on inactive status under certain circumstances; etc.","The bill authorizes the Maryland State Board of Physicians to place physicians on emeritus status after specific qualifications, makes provisions for reinstating licenses, and clarifies rules regarding inactive and emeritus licensees including practice restrictions and use of titles.",True,2023,0,0.0,Maryland State Board of Physicians,"Physicians in Maryland, particularly those seeking emeritus or inactive status, and the general public seeking medical services in Maryland.","The program introduces the concept of emeritus status for physicians, offering an official recognition of retirement status and associated practice rules, which is a relatively innovative approach in professional licensing.",3,The bill is unlikely to have a direct impact on child poverty as it mainly concerns licensing status and regulations for physicians.,1
2023 Regular Session,HB0454,"Health Occupations - Licenses, Certificates, and Registrations - Lawful Presence and Identification Numbers","Prohibiting a health occupations board from requiring that an applicant provide proof that the applicant is lawfully present in the United States or have a Social Security number or Individual Taxpayer Identification Number as a condition for licensure, certification, or registration; requiring each health occupations board to require each applicant for a license to disclose the Social Security number or Individual Taxpayer Identification Number of the applicant or, as permitted by federal law, provide alternative documentation; etc.","The bill prohibits health occupations boards in Maryland from denying licenses to immigrants who meet certain requirements, such as providing proof of lawful presence in the U.S. or having a Social Security or Taxpayer Identification Number. It also mandates that applicants disclose these numbers or provide alternative documentation, and it updates record-keeping and reporting procedures accordingly.",True,2023,2023,0.0,Maryland Department of Health and related health occupations licensing boards,Immigrants seeking health occupational licenses in Maryland,"The bill introduces a process to ensure immigrants are eligible for licensure without discrimination, employing new record-keeping requirements and allowing for alternative documentation.",3,"The bill may indirectly improve access to health services for immigrant populations, potentially reducing barriers associated with poverty.",2
2023 Regular Session,HB0455,Video Lottery Terminal Proceeds - Purse Dedication Account - Ocean Downs Race Course Operating Loss Assistance,Altering the authority of the Ocean Downs Race Course to use certain Purse Dedication Account funds generated from video lottery terminal proceeds for operating loss assistance to support a certain minimum number of live racing days at the racecourse.,"The bill authorizes the Ocean Downs Race Course to use proceeds from video lottery terminals to help cover operational losses, supporting at least 40 live racing days annually, with funds calculated at up to $30,000 per racing day.",True,2023,2024,600000.0,Maryland State Racing Commission,"Horse racing industry, local communities around Ocean Downs, bettors, and racing fans","The bill employs a financial assistance model using lottery proceeds to bolster a traditional industry, supporting operational stability and race scheduling.",2,The program is not directly aimed at reducing child poverty but supports the horse racing industry and associated communities.,1
2023 Regular Session,HB0456,"State Board of Pharmacy - Accessible Prescription Labels, Bag Tags, and Medical Guides for Blind, Visually Impaired, and Print Disabled Individuals - Regulations","Requiring the State Board of Pharmacy to adopt regulations necessary to ensure that individuals who are blind, visually impaired, or otherwise print disabled have appropriate access to prescription labels, bag tags, and medical guides; requiring the Board to give visually impaired individuals an opportunity to comment on the regulations; and requiring the Maryland Department of Health to report by December 1, 2023, to the General Assembly on the implementation process for providing accessible labels for visually impaired persons.","This bill requires pharmacies to inform customers about the availability of accessible prescription labels for individuals who are blind, visually impaired, or print disabled, and to provide such labels upon request. It also mandates the Maryland State Board of Pharmacy to establish regulations ensuring proper access to accessible labels, bag tags, and medical guides, and to include input from visually impaired individuals.",True,2023,2025,0.0,Maryland State Board of Pharmacy and Maryland Department of Health,"Blind, visually impaired, and print disabled individuals who use prescription services in Maryland","The program employs new regulations and standards to improve accessibility of prescription information through labeling and technology integration, including accessible formats and prescription readers.",4,"The program has moderate potential to directly impact child poverty by improving access to essential medication information for vulnerable populations, including children with disabilities.",3
2023 Regular Session,HB0458,"Public School Construction - Programs, Approvals, and Administration - Alterations","Repealing the School Safety Grant Program and the Aging Schools Program as of June 30, 2026; altering provisions relating to school construction approvals by the State Superintendent of Schools; altering provisions related to a public-private partnership agreement in Prince George's County; establishing that the Interagency Commission on School Construction is an independent unit of State government; repealing the requirement for the Board of Public Works to approve grants awarded under a certain capital grant program; etc.","The bill repeals the School Safety Grant Program and the Aging Schools Program, makes various changes to school construction approval processes, establishes the Interagency Commission on School Construction as an independent agency, and modifies funding and financing mechanisms for public school projects, including the creation of a new Public–Private Partnership Fund in Prince George's County.",True,2023,2055,127000000.0,Interagency Commission on School Construction and related Maryland state agencies,"Public school students, school districts, Maryland State government, Prince George's County residents","The bill introduces a new independent commission for school construction, expands public-private partnership models, and utilizes innovative financing streams, including the establishment of dedicated funds and evaluation standards for energy efficiency and lifecycle costs.",4,"The program has a high potential to impact child poverty by improving school infrastructure, which can enhance educational environments and opportunities for students in need.",4
2023 Regular Session,HB0463,State Board of Architects - Sunset Extension,"Continuing the State Board of Architects in accordance with the provisions of the Maryland Program Evaluation Act (sunset law) by extending to July 1, 2028, the termination provisions relating to certain statutory and regulatory authority of the Board.",The bill extends the termination date of the State Board of Architects from 2023 to 2028.,False,2023,2028,0.0,"State Board of Architects in the Department of (unspecified department, likely Consumer Affairs or similar)","Architects and related professionals in Maryland, as well as the public who are served by licensed architects",The bill does not employ new technologies or innovative approaches; it primarily extends an existing regulatory body's statutory lifespan.,1,The bill is unrelated to child poverty and unlikely to have a direct impact.,1
2023 Regular Session,HB0465,Natural Resources - Recreational Crabbing Gear - Individuals Under the Age of 16 Years,"Authorizing an individual under the age of 16 years to use a collapsible trap, net ring, handline, or dip net when catching or attempting to catch crabs in the waters of the Chesapeake Bay and its tidal tributaries without a recreational crabbing license.",The bill exempts individuals under 16 from the requirement to get a recreational crabbing license and allows them to use specific gear when catching crabs recreationally in the Chesapeake Bay and its tributaries.,False,2023,0,0.0,Maryland Department of Natural Resources,Individuals under 16 years old recreational crabbers in Maryland,"The bill simplifies access to recreational crabbing for minors by removing licensing requirements and specifying allowable gear, but it does not employ new technologies or approaches.",1,The bill is unlikely to have a direct impact on child poverty.,1
2023 Regular Session,HB0466,Worcester County - Natural Resources - Hunting,"Authorizing the Department of Natural Resources to allow a person in Worcester County to hunt game birds and game mammals on a Sunday, subject to certain time restrictions, during the open season for that game bird or game mammal; authorizing the Department to allow a person in Worcester County to hunt on public land designated for hunting on Sundays, subject to certain time restrictions; and altering the safety zone from 150 to 50 yards from certain buildings occupied by human beings within which archery hunting may not take place.","The bill authorizes Worcester County to allow hunting on Sundays during certain seasons, modifies safety zones for archery hunting, and clarifies regulations for hunting on public lands and with different methods within the county.",False,2023,2023,0.0,Maryland Department of Natural Resources,"Hunters and residents of Worcester County, Maryland","The bill introduces a targeted approach to Sunday hunting regulations and safety zones, but does not employ new technologies or innovative methods.",2,"The bill has limited direct impact on child poverty, mainly focusing on hunting regulations.",1
2023 Regular Session,HB0470,Environment - Fire-Fighting Training - Oriented Strand Board - Prohibition,"Prohibiting the setting on fire or burning of oriented strand board for certain fire-fighting training; and establishing an administrative penalty not exceeding $500 for a first violation of the Act and a civil penalty not exceeding $1,000 for a second or subsequent violation of the Act.","This bill prohibits setting fire to or burning oriented strand board for the purpose of fire-fighting training in Maryland, with penalties for violations.",False,2023,2023,0.0,Maryland Department of Environment,Fire departments and training organizations in Maryland,The bill employs a regulatory approach to prevent environmental and health hazards associated with burning oriented strand board during fire-fighting training.,2,The bill does not directly impact child poverty but promotes environmental health and safety.,1
2023 Regular Session,HB0471,Economic Development – Regional Institution Strategic Enterprise Zone Program – Alterations and Financing,"Altering the period of time that an area may be designated as a Regional Institution Strategic Enterprise (RISE) zone from 5 to 10 years; increasing the number of RISE zones that the Secretary of Commerce may approve in Baltimore City to not more than four; extending the termination date of the RISE Program to January 1, 2030; and authorizing a political subdivision to pledge certain revenues to secure the payment of obligations to the Maryland Economic Development Corporation for infrastructure improvements located in a RISE zone.","The bill extends the designation period of the Regional Institution Strategic Enterprise (RISE) zones from 5 to 10 years, allows the renewal of these zones for an additional 5 years, increases the number of RISE zones that can be approved in Baltimore City to four, and extends the program's termination date to 2030. It also authorizes political subdivisions to pledge revenues to secure infrastructure improvement obligations related to RISE zones and mandates a study on the program's effectiveness with a report due in December 2024.",True,2023,2030,0.0,Maryland Department of Commerce and Maryland Economic Development Corporation,"Economic development agencies, local governments, institutions, and communities within or near RISE zones, including Baltimore City","The bill enhances existing economic zones by extending durations and increasing approval limits, and introduces a recommendation study to improve program effectiveness, reflecting a proactive approach utilizing existing zones with potential for innovative impacts.",3,Potentially significant impact due to targeted economic development incentives in zones that may promote job creation and community investment.,3
2023 Regular Session,HB0477,Public Senior Higher Education Institutions - Reproductive Health Services Plans - Requirements,"Requiring, on or before August 1, 2024, certain public senior higher education institutions, in consultation with students, to develop and implement a reproductive health services plan to provide at the institution or to refer students to a comprehensive range of reproductive health services; requiring the University of Baltimore, in lieu of developing and implementing a reproductive health services plan, to provide students with access to over-the-counter contraception through certain on-campus means; etc.","The bill requires certain public higher education institutions in Maryland to develop and implement reproductive health services plans for students, which include access to contraception, STI prevention, and reproductive health education, by August 1, 2024, in consultation with students. It also allows some institutions to provide over-the-counter contraception directly.",True,2023,2024,0.0,Maryland Department of Health and public higher education institutions,"Students at Maryland public higher education institutions, reproductive health service providers","The bill introduces a structured, student-inclusive approach to reproductive health services in higher education, including plans and referral networks, with assistance from the Department of Health.",3,"The program could potentially reduce barriers to reproductive health services among students, which may help mitigate factors contributing to child poverty.",3
2023 Regular Session,HB0480,Department of Veterans Affairs - Burial in State Veterans' Cemeteries - Spouses and Dependents,Requiring the Department of Veterans Affairs to bury the eligible spouse or dependent of a veteran in a State veterans' cemetery without charge.,"The bill mandates that the Maryland Department of Veterans Affairs provide burial plots at no charge for the spouses and dependents of veterans in state veterans' cemeteries, and prohibits charging for opening and closing the burial plots for these family members.",True,2023,0,0.0,Maryland Department of Veterans Affairs,Veterans and their families in Maryland,"The bill formalizes free burial benefits for spouses and dependents of veterans in state cemeteries, ensuring access without charge, which is a standard benefit for veterans now extended to their families.",2,"The bill has low direct impact on child poverty, as it primarily concerns burial benefits for spouses and dependents which are not specifically targeted at reducing child poverty.",1
2023 Regular Session,HB0483,Grossly Negligent or Drunk or Drugged Operation of Vehicle or Vessel - Prior Convictions,Establishing that certain previous convictions for drunk or drugged operation of a vehicle or vessel and grossly negligent manslaughter by vehicle or vessel under certain provisions of law constitute prior convictions for the purpose of determining certain enhanced subsequent offender penalties.,"The bill clarifies that previous convictions for drunk or drugged operation of a vehicle or vessel, and for grossly negligent manslaughter by vehicle or vessel, are considered prior convictions for the purpose of determining enhanced penalties for repeat offenders.",False,2023,2023,0.0,Maryland Department of Natural Resources and Maryland Department of Transportation,"Individuals operating vessels or vehicles under the influence or impaired, law enforcement agencies, legal system",The bill employs a legal clarification to enhance the enforcement and sentencing process for repeat offenders by explicitly considering certain previous convictions as prior offenses for penalty enhancements.,2,The bill does not directly impact child poverty.,1
2023 Regular Session,HB0486,Task Force to Study Nonpublic Student Bus Transportation,"Establishing the Task Force to Study Nonpublic Student Bus Transportation to collect information from each local board of education on nonpublic school student busing programs other than for the transportation of students in special education; and requiring the Task Force to report by December 15, 2023, to certain committees of the General Assembly any recommendations as to how the State may support a reduction in the use of passenger vehicles for nonpublic school students and policies for certain busing programs.","This bill establishes a Task Force to study nonpublic student bus transportation and recommend methods for supporting transportation reduction and funding. It also creates a refundable income tax credit for parents or guardians paying for nonpublic school bus transportation expenses, capped at $1,500 per student, applicable for one year starting July 1, 2023.",False,2023,2024,0.0,Maryland State Department of Education,"Parents of nonpublic school students, nonpublic school students, transportation agencies, state government","The bill combines a study on nonpublic school transportation with a new tax credit, employing a dual approach of research and financial support to address transportation issues.",3,"The program has moderate potential to impact child poverty through financial support for transportation, reducing barriers to access to education.",3
2023 Regular Session,HB0492,Anne Arundel County - School Vehicles - Duration of Operation,Altering the number of years that a school vehicle may be operated in Anne Arundel County from 12 years to 15 years.,"This bill amends the operating lifespan of school vehicles in Maryland, increasing the standard duration from 12 years to 15 years in several counties, including Anne Arundel.",True,2023,0,0.0,Maryland State Department of Education and Maryland Motor Vehicle Administration,"School transportation agencies, students, parents, and school district administrators in affected counties.","The bill introduces a standardized 15-year operational limit for school vehicles that includes detailed maintenance and inspection procedures, with potential for technology-based inspections and maintenance tracking.",3,"Potential for a moderate impact on child poverty through improved safety and extended access to school transportation, which can support low-income students.",3
2023 Regular Session,HB0495,Early Childhood Development - Child Care Scholarship Program - Alterations,"Prohibiting the State Department of Education from increasing the copayment levels, reducing the reimbursement rates, reducing the income eligibility requirements, or implementing an enrollment freeze for the Child Care Scholarship Program in effect as of January 1, 2023, unless certain conditions are met.","The bill makes alterations to the Maryland Child Care Scholarship Program, including program funding, reimbursement rates, eligibility criteria, copayment levels, and the conditions under which the program can be frozen or altered.",True,2023,2025,0.0,Maryland State Department of Education,"Children, families, and child care providers in Maryland","The bill employs a biannual analysis of market rates and adjusts reimbursement levels accordingly, with strict conditions for program freezes, which reflects a data-driven and carefully regulated approach.",3,The program has a significant potential to impact child poverty by supporting access to child care for low-income families and maintaining program stability.,4
2023 Regular Session,HB0497,Rural Health Collaborative Pilot Repeal and Mid Shore Health Improvement Coalition Funding,Repealing the provisions of law establishing and governing the Rural Health Collaborative Pilot; and requiring the Governor to provide an appropriation in the State budget for fiscal year 2024 and each fiscal year thereafter to fund the operations of the Mid Shore Health Improvement Coalition.,"The bill repeals the Rural Health Collaborative Pilot and establishes funding for the Mid Shore Health Improvement Coalition, a new initiative aimed at improving health care access and outcomes in the mid-shore region of Maryland.",True,2024,2030,0.0,"State of Maryland through the Department of Health (implied, as part of the budget and collaborative structure)","Residents, healthcare providers, local governments, and organizations in the mid-shore region of Maryland","The bill develops a regional health improvement coalition and a strategic approach to establish rural health complexes, utilizing coordinated regional planning and stakeholder engagement.",3,"Potentially high, as improved health care access and services can reduce barriers to health and well-being among children and families in the region.",4
2023 Regular Session,HB0498,Board of Public Works Public Comment Act,"Requiring the Board of Public Works, for meetings held on or after October 1, 2024, to allow members of the public to submit certain public comments electronically except under certain circumstances; requiring public comments to be included in certain meeting materials and posted and retained online; and requiring an additional staff position at the Board to carry out requirements of the Act.","The bill requires the Maryland Board of Public Works to allow the public to submit comments electronically for meetings starting October 1, 2024. These comments must be included in meeting materials, posted online at least 24 hours before meetings, and retained online. The bill also mandates an additional staff position for the board to meet these requirements.",True,2024,0,0.0,Board of Public Works,Members of the public interested in Board meetings and decisions,"The bill introduces an electronic public comment system for government meetings, enhancing transparency and public participation.",3,The bill does not directly impact child poverty.,1
2023 Regular Session,HB0502,Department of Human Services - Electronic Benefits Transfer Cards - Theft of Benefits (Prevent Electronic Benefits Theft Act of 2023),Requiring the Department of Human Services to restore to a beneficiary any benefits lost due to theft; authorizing certain households to request a hearing within 90 days after a certain determination; requiring the State to give preference to certain vendors in the procurement process for electronic benefits distribution or administration; authorizing the Department to restore certain benefits; requiring the Department to take certain actions to reduce the vulnerability of Electronic Benefits Transfer cards to theft; etc.,"The bill requires the Maryland Department of Human Services to reimburse beneficiaries for benefits lost due to theft of Electronic Benefits Transfer (EBT) cards, establishes procedures for reporting and resolving theft, and enhances security measures to prevent fraud, including the use of embedded microchips, alerts, and transaction monitoring.",True,2023,2030,0.0,Maryland Department of Human Services,Medicaid beneficiaries and Supplemental Nutrition Assistance Program (SNAP) recipients in Maryland,"The program employs new technological approaches such as microchips, two-way fraud alerts, and transaction analytics to improve security and reduce theft of benefits.",4,High potential to reduce child poverty by ensuring families retain their benefits and reducing financial instability due to benefits theft.,4
2023 Regular Session,HB0503,Natural Resources - Greenspace Equity Program - Establishment,"Establishing the Greenspace Equity Program in the Department of Natural Resources to provide grants to eligible applicants for enhancing the public health and livability of overburdened and underserved communities by implementing projects to preserve, create, and enhance community greenspace; requiring the Department to submit certain grant applications to the Maryland State Clearinghouse for Intergovernmental Assistance; requiring certain grant applications to be subject to approval by the Board of Public Works; etc.","The bill establishes the Greenspace Equity Program in the Maryland Department of Natural Resources to fund projects that improve greenspace in overburdened and underserved communities, including land acquisition and community greenspace development, and creates a Greenspace Equity Advisory Board to assist with its implementation.",True,2024,2027,22000000.0,Maryland Department of Natural Resources,"Overburdened communities, underserved communities, land trusts, local governments, and residents in these areas.","The program uses a dedicated advisory board and mandates inter-agency coordination, with a focus on land acquisition, partnership, and community engagement, which are common approaches but organized in a new dedicated program structure.",3,"Potential to have a meaningful impact on child poverty by improving neighborhood livability, access to greenspace, and health outcomes in disadvantaged areas.",3
2023 Regular Session,HB0504,Maryland Developmental Disabilities Council - Establishment,"Establishing the Maryland Developmental Disabilities Council as an independent unit of State government with the authority to conduct and support advocacy, systems change, and capacity-building efforts to promote inclusive communities and equity in services for individuals with disabilities in the State, research best practices and provide related training and technical assistance to communities in the State, and inform State and local leaders about disability issues.","This bill establishes the Maryland Developmental Disabilities Council as an independent entity of the state government, responsible for advocacy, research, policy advice, and program support for individuals with developmental disabilities, including developing a 5-year strategic plan.",True,2023,2033,0.0,"Maryland Developmental Disabilities Council, an independent unit of State government","Individuals with developmental disabilities, their families, and related advocacy organizations in Maryland","The bill establishes a new independent council directed to promote inclusivity and equity through advocacy, systems change, research, and policy advice, employing a comprehensive and collaborative approach.",4,"The program has high potential to impact child poverty by improving services, supports, and inclusive opportunities for children with developmental disabilities.",4
