BillNumber,ChapterNumber,CrossfileBillNumber,SponsorPrimary,Sponsors,Synopsis,Title,Status,CommitteePrimaryOrigin,CommitteeSecondaryOrigin,CommitteePrimaryOpposite,CommitteeSecondaryOpposite,FirstReadingDateHouseOfOrigin,HearingDateTimePrimaryHouseOfOrigin,HearingDateTimeSecondaryHouseOfOrigin,ReportDateHouseOfOrigin,ReportActionHouseOfOrigin,SecondReadingDateHouseOfOrigin,SecondReadingActionHouseOfOrigin,ThirdReadingDateHouseOfOrigin,ThirdReadingActionHouseOfOrigin,FirstReadingDateOppositeHouse,HearingDateTimePrimaryOppositeHouse,HearingDateTimeSecondaryOppositeHouse,ReportDateOppositeHouse,ReportActionOppositeHouse,SecondReadingDateOppositeHouse,SecondReadingActionOppositeHouse,ThirdReadingDateOppositeHouse,ThirdReadingActionOppositeHouse,InteractionBetweenChambers,PassedByMGA,EmergencyBill,ConstitutionalAmendment,BroadSubjects,NarrowSubjects,BillType,BillVersion,Statutes,YearAndSession,StatusCurrentAsOf
HB0240,CH0164,SB0244,Delegate Otto,"[{'Name': 'Delegate Otto'}, {'Name': 'Delegate Anderton'}]",Authorizing an application for special death benefits to be made for the death of certain members of the Correctional Officers' Retirement System.,Correctional Officers' Retirement System - Special Death Benefits - Applicability,Approved by the Governor - Chapter 164,Appropriations,,Budget and Taxation,,2023-01-23,2023-03-16T17:00:00,,2023-03-16,Favorable,2023-03-10,Passed,2023-03-12,Passed,2023-03-12,,,2023-03-27,Favorable,2023-03-18,Passed,2023-03-21,Passed,Returned Passed,True,False,False,"[{'Code': 'p6', 'Name': 'State Government - Pensions and Retirement'}]","[{'Code': 'correco', 'Name': 'Correctional Officers'}, {'Code': 'death', 'Name': 'Death -see also- Advance Medical Directives; Wrongful Death'}, {'Code': 'insurance', 'Name': 'Insurance -see also- Health Ins; MAIF; Motor Vehicle Ins'}, {'Code': 'retires', 'Name': 'Retirement -see also- Mandatory Retirement'}, {'Code': 'sunset', 'Name': 'Sunset'}]",Regular,T,"[{'Article': {'Code': 'gsp', 'Title': 'State Personnel and Pensions'}, 'Sections': [{'Section': '29-204.1'}]}]",2023 Regular Session,2023-11-09T14:58:21.977
HB0242,CH0329,SB0216,Delegate Bagnall,[{'Name': 'Delegate Bagnall'}],"Altering the definition of ""massage therapy""; altering the date after which the option to be registered by the State Board of Massage Therapy Examiners to practice massage therapy in a setting that is not a health care setting will no longer be available; and repealing a provision of law that provides that certain provisions of law do not require a nonprofit health insurance plan, an insurer, a health maintenance organization, or a person acting as a third party administrator to reimburse certain individuals for services rendered.","Massage Therapy - Definition, Registration, and Reimbursement",Approved by the Governor - Chapter 329,Health and Government Operations,,Finance,,2023-01-23,2023-02-15T13:00:00,,2023-03-06,Favorable,2023-03-01,Passed,2023-03-03,Passed,2023-03-04,,,2023-03-30,Favorable with Amendments,2023-03-20,Passed with Amendments,2023-03-21,Passed with Amendments,Concurred,True,False,False,"[{'Code': 'j2', 'Name': 'Health Occupations'}, {'Code': 'j5', 'Name': 'Health - Insurance'}, {'Code': 'j4', 'Name': 'Health Maintenance Organizations'}]","[{'Code': 'healtho', 'Name': 'Health Occupations -see also- specific health occupations'}, {'Code': 'massage', 'Name': 'Massage'}]",Regular,E,"[{'Article': {'Code': 'acts', 'Title': 'Chapter of the Acts'}, 'Sections': [{'Section': '2022'}]}, {'Article': {'Code': 'gho', 'Title': 'Health Occupations'}, 'Sections': [{'Section': '6-101'}, {'Section': '6-301'}, {'Section': '6-302'}, {'Section': '6-403'}]}]",2023 Regular Session,2023-11-09T14:58:21.977
HB0243,CH0649,SB0300,Delegate Korman,"[{'Name': 'Delegate Korman'}, {'Name': 'Delegate Solomon'}]","Transferring the Baltimore City Young Readers Program and the Young Readers Matching Grant Program to the Maryland State Library Agency;  requiring program grant applicants to include the distribution of books to children in low-income zip codes within the applicants' areas of service; requiring the Governor to include $350,000 in the annual budget bill for the Program; requiring the State Library Board, beginning December 1, 2024, to report every other year to the General Assembly on the effectiveness of the Program; etc.",Baltimore City Young Readers Program and Young Readers Matching Grant Program - Alterations (Young Readers Program Act of 2023),Approved by the Governor - Chapter 649,Ways and Means,,"Education, Energy, and the Environment",,2023-01-23,2023-02-08T13:00:00,,2023-03-06,Favorable with Amendments,2023-03-01,Passed with Amendments,2023-03-03,Passed,2023-03-04,,,2023-04-06,Favorable with Amendments,2023-03-24,Passed with Amendments,2023-03-26,Passed with Amendments,Concurred,True,False,False,"[{'Code': 'p3', 'Name': 'State Government - Regulations and Procedures'}, {'Code': 'f5', 'Name': 'Education - Miscellaneous'}]","[{'Code': 'baltimci', 'Name': 'Baltimore City'}, {'Code': 'data', 'Name': 'Data -see also- Census; Demographics'}, {'Code': 'governor', 'Name': 'Governor'}, {'Code': 'grants', 'Name': 'Grants'}, {'Code': 'libraries', 'Name': 'Libraries -see also- Archives'}, {'Code': 'literacy', 'Name': 'Literacy'}, {'Code': 'lowincome', 'Name': 'Low-Income'}, {'Code': 'minors', 'Name': 'Minors -see also- Age of Majority; Youth'}, {'Code': 'postals', 'Name': 'Postal Service'}, {'Code': 'poverty', 'Name': 'Poverty'}, {'Code': 'reports', 'Name': 'Reports'}]",Regular,E,"[{'Article': {'Code': 'ged', 'Title': 'Education'}, 'Sections': [{'Section': '23-110'}, {'Section': '23-111'}]}, {'Article': {'Code': 'ghu', 'Title': 'Human Services'}, 'Sections': [{'Section': '8-1401'}, {'Section': '8-1402'}, {'Section': '8-1403'}]}]",2023 Regular Session,2023-11-09T14:58:21.977
HB0244,CH0661,SB0253,Delegate Terrasa,"[{'Name': 'Delegate Terrasa'}, {'Name': 'Delegate Attar'}, {'Name': 'Delegate Bartlett'}, {'Name': 'Delegate Ebersole'}, {'Name': 'Delegate Foley'}, {'Name': 'Delegate Guzzone'}, {'Name': 'Delegate Henson'}, {'Name': 'Delegate Hill'}, {'Name': 'Delegate Johnson, A.'}, {'Name': 'Delegate Johnson, S.'}, {'Name': 'Delegate Lehman'}, {'Name': 'Delegate McCaskill'}, {'Name': 'Delegate Ruth'}, {'Name': 'Delegate Stewart'}, {'Name': 'Delegate Taveras'}, {'Name': 'Delegate Wu'}, {'Name': 'Delegate Ziegler'}]",Requiring a register of wills to accept certain documents filed electronically through a system established by the register of wills; and prohibiting a register of wills from refusing to accept a document based on the manner in which it was signed.,Estates and Trusts - Registers of Wills - Electronic Filing and Signatures,Approved by the Governor - Chapter 661,Judiciary,,Judicial Proceedings,,2023-01-23,2023-02-01T14:30:00,,2023-02-20,Favorable,2023-02-22,Passed,2023-02-24,Passed,2023-02-24,,,2023-04-05,Favorable,2023-03-23,Passed,2023-03-24,Passed,Returned Passed,True,False,False,"[{'Code': 'n2', 'Name': 'Estates and Trusts'}]","[{'Code': 'electrgov', 'Name': 'Electronic Government -see also- Electronic Communication'}, {'Code': 'estatet', 'Name': 'Estates and Trusts -see also- Beneficiaries'}, {'Code': 'internet', 'Name': 'Internet -see also- Telecommunications and IT'}, {'Code': 'registw', 'Name': 'Registers of Wills'}, {'Code': 'rulesr', 'Name': 'Rules and Regulations'}, {'Code': 'signatures', 'Name': 'Signatures'}]",Regular,T,"[{'Article': {'Code': 'get', 'Title': 'Estates and Trusts'}, 'Sections': [{'Section': '2-214'}]}]",2023 Regular Session,2023-11-09T14:58:21.977
HB0245,CH0145,,Delegate Woods,"[{'Name': 'Delegate Woods'}, {'Name': 'Delegate Acevero'}, {'Name': 'Delegate Alston'}, {'Name': 'Delegate Bagnall'}, {'Name': 'Delegate Barnes, D.'}, {'Name': 'Delegate Bhandari'}, {'Name': 'Delegate Boafo'}, {'Name': 'Delegate Charles'}, {'Name': 'Delegate Cullison'}, {'Name': 'Delegate Guzzone'}, {'Name': 'Delegate Harris'}, {'Name': 'Delegate Holmes'}, {'Name': 'Delegate Johnson, A.'}, {'Name': 'Delegate Johnson, S.'}, {'Name': 'Delegate Kaiser'}, {'Name': 'Delegate Kelly'}, {'Name': 'Delegate Lewis, R.'}, {'Name': 'Delegate Long, J.'}, {'Name': 'Delegate McCaskill'}, {'Name': 'Delegate Pasteur'}, {'Name': 'Delegate Phillips'}, {'Name': 'Delegate Ruth'}, {'Name': 'Delegate Schmidt'}, {'Name': 'Delegate Simpson'}, {'Name': 'Delegate Taveras'}, {'Name': 'Delegate Taylor'}, {'Name': 'Delegate Toles'}, {'Name': 'Delegate Turner'}, {'Name': 'Delegate Valderrama'}, {'Name': 'Delegate White'}, {'Name': 'Delegate Williams'}, {'Name': 'Delegate Chisholm'}, {'Name': 'Delegate Hill'}, {'Name': 'Delegate Hutchinson'}, {'Name': 'Delegate Kerr'}, {'Name': 'Delegate Kipke'}, {'Name': 'Delegate Lopez'}, {'Name': 'Delegate Martinez'}, {'Name': 'Delegate Morgan, M.'}, {'Name': 'Delegate Pena-Melnyk'}, {'Name': 'Delegate Reilly'}, {'Name': 'Delegate Rosenberg'}, {'Name': 'Delegate Szeliga'}]","Requiring the Governor's Office of Small, Minority, and Women Business Affairs to include an attestation that all units required to report are represented in its annual report beginning December 31, 2023; requiring the Office to conduct a certain periodic audit to ensure the accuracy of the attestation; requiring a certain annual report to be submitted to the Joint Committee on Fair Practices and State Personnel Oversight; etc.",Minority Business Enterprise Program - Reporting,Approved by the Governor - Chapter 145,Health and Government Operations,,Budget and Taxation,,2023-01-23,2023-02-15T13:00:00,,2023-02-27,Favorable with Amendments,2023-02-25,Passed with Amendments,2023-02-27,Passed,2023-02-28,2023-03-29T13:00:00,,2023-04-07,Favorable,2023-03-26,Passed,2023-03-27,Passed,Returned Passed,True,False,False,"[{'Code': 'p2', 'Name': 'State Government - Procurement'}]","[{'Code': 'commerb', 'Name': 'Commerce and Business -see also- Dealers; Elec. Comm.; etc.'}, {'Code': 'data', 'Name': 'Data -see also- Census; Demographics'}, {'Code': 'minoribe', 'Name': 'Minority Business Enterprises'}, {'Code': 'minorities', 'Name': 'Minorities -see also- Women'}, {'Code': 'procurement', 'Name': 'Procurement'}, {'Code': 'reports', 'Name': 'Reports'}, {'Code': 'rulesr', 'Name': 'Rules and Regulations'}, {'Code': 'smallb', 'Name': 'Small Business'}, {'Code': 'women', 'Name': 'Women -see also- Gender'}]",Regular,T,"[{'Article': {'Code': 'gsf', 'Title': 'State Finance and Procurement'}, 'Sections': [{'Section': '14-305'}]}]",2023 Regular Session,2023-11-09T14:58:21.977
HB0247,CH0427,,St. Mary's County Delegation,"[{'Name': ""St. Mary's County Delegation""}]","Extending to October 1, 2028, the authority of the County Commissioners of St. Mary's County to impose a transfer tax on certain instruments of writing.",St. Mary's County - Transfer Tax - Sunset Extension,Approved by the Governor - Chapter 427,Ways and Means,,Budget and Taxation,,2023-01-23,2023-02-07T13:00:00,,2023-03-17,Favorable,2023-03-09,Passed,2023-03-12,Passed,2023-03-12,2023-03-29T13:00:00,,2023-04-07,Favorable,2023-03-25,Passed,2023-03-26,Passed,Returned Passed,True,False,False,"[{'Code': 'q6', 'Name': 'Taxes - Recordation and Transfer'}]","[{'Code': 'countyc', 'Name': 'County Commissioners'}, {'Code': 'landr', 'Name': 'Land Records -see also- Deeds'}, {'Code': 'recordation', 'Name': 'Recordation'}, {'Code': 'records', 'Name': 'Records -see also- Land Records; Vital Records'}, {'Code': 'stmaryc', 'Name': ""St. Mary's County""}, {'Code': 'sunset', 'Name': 'Sunset'}, {'Code': 'transft', 'Name': 'Transfer Tax'}]",Regular,T,"[{'Article': {'Code': 'l19', 'Title': ""St. Mary's County""}, 'Sections': [{'Section': '138-1B.'}, {'Section': '138-1F.'}]}]",2023 Regular Session,2023-11-09T14:58:21.977
HB0248,CH0775,SB0347,Delegate Forbes,[{'Name': 'Delegate Forbes'}],Authorizing the Board of License Commissioners for Baltimore County to issue a Class B-ECF/DS (Education Conference Facility/Dining Service) license for use at certain Towson University events.,Baltimore County - Class B-ECF/DS (Education Conference Facility/Dining Service) License - Towson University,Approved by the Governor - Chapter 775,Economic Matters,,Finance,,2023-01-23,2023-02-20T13:00:00,,2023-03-17,Favorable,2023-03-10,Passed,2023-03-12,Passed,2023-03-12,,,2023-04-06,Favorable,2023-03-24,Passed,2023-03-26,Passed,Returned Passed,True,False,False,"[{'Code': 'a2', 'Name': 'Alcoholic Beverages - Local Bills'}]","[{'Code': 'alcohobl', 'Name': 'Alcoholic Beverages Licenses'}, {'Code': 'alcohobs', 'Name': 'Alcoholic Beverages - By Subdivision'}, {'Code': 'baltimco', 'Name': 'Baltimore County'}, {'Code': 'licenscb', 'Name': 'License Commissioners, Boards of'}, {'Code': 'licenses', 'Name': ""Licenses -see also- AB Lic; Certifications;Drivers' Licenses""}, {'Code': 'reports', 'Name': 'Reports'}, {'Code': 'stateuc', 'Name': 'State Universities and Colleges'}]",Regular,T,"[{'Article': {'Code': 'gab', 'Title': 'Alcoholic Beverages'}, 'Sections': [{'Section': '13-1001'}, {'Section': '13-102'}]}]",2023 Regular Session,2023-11-09T14:58:21.977
HB0249,CH0229,SB0041,Delegate Addison,"[{'Name': 'Delegate Addison'}, {'Name': 'Delegate Young'}]","Authorizing a person who applies for certain property tax exemptions for real property in Baltimore City to request that the exemption be applied retroactively for up to 3 taxable years, subject to certain requirements; requiring Baltimore City and the State to pay a refund of excess real property taxes paid due to a retroactive exemption that is granted; and requiring the Baltimore City Department of Finance to submit a report on the number of requests made and the amounts refunded by December 1 each year from 2023 to 2027.",Baltimore City - Property Tax - Retroactive Exemption,Approved by the Governor - Chapter 229,Ways and Means,,Budget and Taxation,,2023-01-23,2023-02-07T13:00:00,,2023-03-17,Favorable with Amendments,2023-03-09,Passed with Amendments,2023-03-12,Passed,2023-03-12,,,2023-03-27,Favorable,2023-03-18,Passed,2023-03-21,Passed,Returned Passed,True,True,False,"[{'Code': 'q1', 'Name': 'Taxes - Property'}]","[{'Code': 'baltimci', 'Name': 'Baltimore City'}, {'Code': 'emergeb', 'Name': 'Emergency Bills'}, {'Code': 'exemptions', 'Name': 'Exemptions'}, {'Code': 'localgm', 'Name': 'Local Government Mandates'}, {'Code': 'propert', 'Name': 'Property Tax'}, {'Code': 'reports', 'Name': 'Reports'}]",Regular,T,"[{'Article': {'Code': 'gtp', 'Title': 'Tax - Property'}, 'Sections': [{'Section': '7-204.2'}]}]",2023 Regular Session,2023-11-09T14:58:21.977
HB0251,CH0757,SB0381,Delegate Boyce,[{'Name': 'Delegate Boyce'}],"Repealing certain geographic and temporal restrictions on the issuance of Class A-7 beer, wine, and liquor licenses in Baltimore City.",Baltimore City - Alcoholic Beverages - Class A-7 Licenses,Approved by the Governor - Chapter 757,Economic Matters,,Finance,,2023-01-23,2023-02-20T13:00:00,,2023-03-17,Favorable,2023-03-10,Passed,2023-03-13,Passed,2023-03-13,,,2023-03-31,Favorable,2023-03-21,Passed,2023-03-23,Passed,Returned Passed,True,False,False,"[{'Code': 'a2', 'Name': 'Alcoholic Beverages - Local Bills'}]","[{'Code': 'alcohobl', 'Name': 'Alcoholic Beverages Licenses'}, {'Code': 'alcohobs', 'Name': 'Alcoholic Beverages - By Subdivision'}, {'Code': 'alcoholbd', 'Name': 'Alcoholic Beverages Distribution'}, {'Code': 'baltimci', 'Name': 'Baltimore City'}]",Regular,T,"[{'Article': {'Code': 'gab', 'Title': 'Alcoholic Beverages'}, 'Sections': [{'Section': '12-102'}, {'Section': '12-902.1'}]}]",2023 Regular Session,2023-11-09T14:58:21.977
HB0253,CH0521,SB0262,Delegate Shetty,"[{'Name': 'Delegate Shetty'}, {'Name': 'Delegate Ciliberti'}, {'Name': 'Delegate Foley'}, {'Name': 'Delegate Holmes'}, {'Name': 'Delegate Long, J.'}, {'Name': 'Delegate Love'}, {'Name': 'Delegate Morgan, T.'}, {'Name': 'Delegate Ruth'}, {'Name': 'Delegate Stewart'}, {'Name': 'Delegate Ziegler'}]","Requiring the Department of the Environment to adopt regulations to exempt an on-farm composting facility from the requirement to obtain a permit if the on-farm composting facility uses 10,000 square feet of area or less for active food scrap composting, composts only certain materials, records the amount and source of off-site type 2 organics composted and the date and time the off-site type 2 organics arrived on the farm, retains the records for 5 years, provides records on request, and meets any other condition for a permit exemption; etc.",Environment - On-Farm Composting Facilities - Permit Exemption,Approved by the Governor - Chapter 521,Environment and Transportation,,"Education, Energy, and the Environment",,2023-01-25,2023-02-15T13:00:00,,2023-03-06,Favorable with Amendments,2023-03-01,Passed with Amendments,2023-03-03,Passed,2023-03-04,,,2023-03-27,Favorable with Amendments,2023-03-18,Passed with Amendments,2023-03-21,Passed with Amendments,Concurred,True,False,False,"[{'Code': 'm3', 'Name': 'Environment'}, {'Code': 'm4', 'Name': 'Agriculture'}]","[{'Code': 'agriculture', 'Name': 'Agriculture -see also- Farmland'}, {'Code': 'animals', 'Name': 'Animals -see also- Birds; Dogs'}, {'Code': 'boundaries', 'Name': 'Boundaries'}, {'Code': 'envirod', 'Name': 'Environment, Department of the'}, {'Code': 'farmland', 'Name': 'Farmland'}, {'Code': 'hazardts', 'Name': 'Hazardous and Toxic Substances -see also- Asbestos; Radiatn '}, {'Code': 'plastic', 'Name': 'Plastics'}, {'Code': 'records', 'Name': 'Records -see also- Land Records; Vital Records'}, {'Code': 'recycling', 'Name': 'Recycling'}, {'Code': 'refused', 'Name': 'Refuse Disposal -see also- Recycling'}, {'Code': 'reports', 'Name': 'Reports'}, {'Code': 'rulesr', 'Name': 'Rules and Regulations'}, {'Code': 'time', 'Name': 'Time'}, {'Code': 'weightm', 'Name': 'Weights and Measures'}]",Regular,E,"[{'Article': {'Code': 'gen', 'Title': 'Environment'}, 'Sections': [{'Section': '9-1701'}, {'Section': '9-1725'}]}]",2023 Regular Session,2023-11-09T14:58:21.977
HB0258,CH0405,,Delegate Arentz,"[{'Name': 'Delegate Arentz'}, {'Name': 'Delegate Ghrist'}, {'Name': 'Delegate Jacobs'}]",Requiring that a certain applicant for an alcoholic beverages license in Caroline County be a resident of the State rather than a resident of the county; and requiring that a certain applicant for an alcoholic beverages license in Queen Anne's County be a resident of the State rather than a resident of the county.,Caroline and Queen Anne's Counties - Alcoholic Beverages Licenses - Residency Requirement,Approved by the Governor - Chapter 405,Economic Matters,,Finance,,2023-01-25,2023-02-20T13:00:00,,2023-03-18,Favorable with Amendments,2023-03-11,Passed with Amendments,2023-03-13,Passed,2023-03-13,2023-03-28T13:00:00,,2023-04-04,Favorable,2023-03-22,Passed,2023-03-24,Passed,Returned Passed,True,False,False,"[{'Code': 'a2', 'Name': 'Alcoholic Beverages - Local Bills'}]","[{'Code': 'alcohobl', 'Name': 'Alcoholic Beverages Licenses'}, {'Code': 'alcohobs', 'Name': 'Alcoholic Beverages - By Subdivision'}, {'Code': 'carolic', 'Name': 'Caroline County'}, {'Code': 'queenac', 'Name': ""Queen Anne's County""}, {'Code': 'residency', 'Name': 'Residency -see also- Immigrants and Citizenship'}]",Regular,T,"[{'Article': {'Code': 'gab', 'Title': 'Alcoholic Beverages'}, 'Sections': [{'Section': '15-102'}, {'Section': '15-1401'}, {'Section': '15-1407'}, {'Section': '27-102'}, {'Section': '27-1401'}, {'Section': '27-1402'}, {'Section': '4-109'}]}]",2023 Regular Session,2023-11-09T14:58:21.977
HB0260,CH0270,SB0346,Delegate Bagnall,"[{'Name': 'Delegate Bagnall'}, {'Name': 'Delegate Guyton'}, {'Name': 'Delegate Healey'}, {'Name': 'Delegate Hill'}, {'Name': 'Delegate Howard'}, {'Name': 'Delegate Jones, D.'}, {'Name': 'Delegate Kaufman'}, {'Name': 'Delegate McCaskill'}, {'Name': 'Delegate Morgan, T.'}, {'Name': 'Delegate Pruski'}, {'Name': 'Delegate Simmons'}, {'Name': 'Delegate Taveras'}, {'Name': 'Delegate Woods'}, {'Name': 'Delegate Alston'}, {'Name': 'Delegate Bhandari'}, {'Name': 'Delegate Cullison'}, {'Name': 'Delegate Guzzone'}, {'Name': 'Delegate Johnson, S.'}, {'Name': 'Delegate Kaiser'}, {'Name': 'Delegate Kerr'}, {'Name': 'Delegate Lewis, R.'}, {'Name': 'Delegate Lopez'}, {'Name': 'Delegate Martinez'}, {'Name': 'Delegate Pena-Melnyk'}, {'Name': 'Delegate Rosenberg'}, {'Name': 'Delegate White'}]","Establishing a licensing and regulatory system for sign language interpreters under the State Board of Sign Language Interpreters in the Office of the Deaf and Hard of Hearing; establishing the Sign Language Interpreters Fund to be used exclusively to cover the documented direct and indirect costs of fulfilling the Board's duties, including development of programs to assist licensure of marginalized interpreters, development of certain mentorship programs, and financial assistance for certain applicants; etc.",Maryland Sign Language Interpreters Act,Approved by the Governor - Chapter 270,Health and Government Operations,,"Education, Energy, and the Environment",,2023-01-25,2023-02-22T13:00:00,,2023-03-16,Favorable with Amendments,2023-03-07,Passed with Amendments,2023-03-11,Passed,2023-03-11,,,2023-04-10,Favorable,2023-03-27,Passed,2023-03-30,Passed,Returned Passed,True,False,False,"[{'Code': 'p1', 'Name': 'State Government - Agencies, Offices, and Officials'}]","[{'Code': 'appropriation', 'Name': 'Appropriations'}, {'Code': 'commitc', 'Name': 'Committees and Commissions -see also- Political Committees'}, {'Code': 'comptroller', 'Name': 'Comptroller'}, {'Code': 'crimesp', 'Name': 'Crimes and Punishments -see also- Penalties and Sentnc; etc.'}, {'Code': 'data', 'Name': 'Data -see also- Census; Demographics'}, {'Code': 'deafp', 'Name': 'Deaf Persons'}, {'Code': 'ethics', 'Name': 'Ethics'}, {'Code': 'fees', 'Name': ""Fees -see also- Attys' Fees; Devt Fees & Taxes; Reimb Rates""}, {'Code': 'fines', 'Name': 'Fines -see also- Penalties and Sentences'}, {'Code': 'governor', 'Name': 'Governor'}, {'Code': 'language', 'Name': 'Language -see also- Communication; Electronic Comm; Telecomm'}, {'Code': 'licenses', 'Name': ""Licenses -see also- AB Lic; Certifications;Drivers' Licenses""}, {'Code': 'notices', 'Name': 'Notices'}, {'Code': 'penalts', 'Name': 'Penalties and Sentences -see also- Death Penalty'}, {'Code': 'reports', 'Name': 'Reports'}, {'Code': 'revenut', 'Name': 'Revenue and Taxes -see also- Dev Fees &Taxes; specific tax'}, {'Code': 'rulesr', 'Name': 'Rules and Regulations'}, {'Code': 'sunset', 'Name': 'Sunset'}, {'Code': 'treasurers', 'Name': 'Treasurers'}, {'Code': 'workle', 'Name': 'Work, Labor, and Employment -see also- Col Bar; Holiday; etc'}]",Regular,T,"[{'Article': {'Code': 'gsg', 'Title': 'State Government'}, 'Sections': [{'Section': '8-403'}, {'Section': '9-2401'}, {'Section': '9-2403'}, {'Section': '9-2407'}, {'Section': '9-2410 through 9-2435'}]}]",2023 Regular Session,2023-11-09T14:58:21.977
HB0261,CH0202,SB0424,Delegate Kerr,"[{'Name': 'Delegate Kerr'}, {'Name': 'Delegate Fair'}, {'Name': 'Delegate Bagnall'}, {'Name': 'Delegate Bhandari'}, {'Name': 'Delegate Cullison'}, {'Name': 'Delegate Guzzone'}, {'Name': 'Delegate Hill'}, {'Name': 'Delegate Johnson, S.'}, {'Name': 'Delegate Kaiser'}, {'Name': 'Delegate Lewis, R.'}, {'Name': 'Delegate Lopez'}, {'Name': 'Delegate Martinez'}, {'Name': 'Delegate Pena-Melnyk'}, {'Name': 'Delegate Rosenberg'}, {'Name': 'Delegate Taveras'}, {'Name': 'Delegate White'}, {'Name': 'Delegate Woods'}]","Requiring producers of any cement or concrete mixture used in the construction of an eligible project to submit environmental product declarations to the Department of General Services by December 31, 2024; requiring the Department to establish a maximum acceptable global warming potential for certain categories of eligible materials by January 1, 2026; establishing an Environmental Product Declaration Assistance Fund to support the development of certain environmental product declarations; etc.",Eligible Projects - Procurement of Construction Materials (Buy Clean Maryland Act),Approved by the Governor - Chapter 202,Health and Government Operations,,Budget and Taxation,,2023-01-25,2023-02-22T13:00:00,,2023-03-17,Favorable with Amendments,2023-03-09,Passed with Amendments,2023-03-12,Passed,2023-03-12,2023-03-28T13:15:00,,2023-04-05,Favorable with Amendments,2023-03-23,Passed with Amendments,2023-03-24,Passed with Amendments,Concurred,True,False,False,"[{'Code': 'p2', 'Name': 'State Government - Procurement'}]","[{'Code': 'airpollution', 'Name': 'Air Pollution'}, {'Code': 'construction', 'Name': 'Construction'}, {'Code': 'contractors', 'Name': 'Contractors -see also- Heating & Cooling; Home Improvement'}, {'Code': 'contracts', 'Name': 'Contracts -see also- Procurement'}, {'Code': 'data', 'Name': 'Data -see also- Census; Demographics'}, {'Code': 'disclosure', 'Name': 'Disclosure'}, {'Code': 'envirom', 'Name': 'Environmental Matters -see also- Conserv; Nat Resrce; Pollut'}, {'Code': 'equipment', 'Name': 'Equipment -see also- Motor Vehicle Equipment'}, {'Code': 'generasd', 'Name': 'General Services, Department of'}, {'Code': 'notices', 'Name': 'Notices'}, {'Code': 'procurement', 'Name': 'Procurement'}, {'Code': 'reports', 'Name': 'Reports'}, {'Code': 'sunset', 'Name': 'Sunset'}]",Regular,E,"[{'Article': {'Code': 'gsf', 'Title': 'State Finance and Procurement'}, 'Sections': [{'Section': '4-901 through 4-905'}]}]",2023 Regular Session,2023-11-09T14:58:21.977
HB0262,CH0518,,Delegate Foley,[{'Name': 'Delegate Foley'}],"Authorizing a police department that takes an abandoned vehicle into custody to notify any secured party electronically if that form of notice is agreed to by the police department, the tower, and the secured party in a certain manner; and altering the application of a provision of law authorizing a police department to provide certain alternative public notice of custody of an abandoned vehicle to include circumstances where electronic notice is unacknowledged or undeliverable.",Abandoned Vehicles - Secured Parties - Electronic Notification,Approved by the Governor - Chapter 518,Environment and Transportation,,Judicial Proceedings,,2023-01-25,2023-02-09T13:00:00,,2023-02-27,Favorable,2023-02-25,Passed,2023-02-27,Passed,2023-02-28,2023-03-22T13:00:00,,2023-04-07,Favorable,2023-03-25,Passed,2023-03-26,Passed,Returned Passed,True,False,False,"[{'Code': 'r7', 'Name': 'Vehicle Laws - Miscellaneous'}]","[{'Code': 'abandov', 'Name': 'Abandoned Vehicles'}, {'Code': 'baltimci', 'Name': 'Baltimore City'}, {'Code': 'electrcom', 'Name': 'Electronic Communication -see also- Comm; Elec.Gov; Lang; Te'}, {'Code': 'lawe', 'Name': 'Law Enforcement -see also- State Police, Department of'}, {'Code': 'montgoc', 'Name': 'Montgomery County'}, {'Code': 'motorv', 'Name': 'Motor Vehicles -see also- Aband Veh; Ambulances; Buses; etc.'}, {'Code': 'notices', 'Name': 'Notices'}]",Regular,T,"[{'Article': {'Code': 'gtr', 'Title': 'Transportation'}, 'Sections': [{'Section': '25-204'}, {'Section': '25-205'}]}]",2023 Regular Session,2023-11-09T14:58:21.977
